,locus_tag,left,right,mode,final_state,tf,strand
1031,ECK120013703,755207,755221,repressor,ArcA-Phosphorylated,ArcA,
1032,ECK120013705,754919,754933,repressor,ArcA-Phosphorylated,ArcA,
1033,ECK120013707,4551450,4551471,activator,CRP-cAMP,CRP,
1034,ECK120013707,4551450,4551471,activator,CRP-cAMP,CRP,
1035,ECK120013709,1079155,1079176,repressor,CRP-cAMP,CRP,
1036,ECK120013711,1079123,1079144,repressor,CRP-cAMP,CRP,
1037,ECK120013713,1079093,1079114,repressor,CRP-cAMP,CRP,
1038,ECK120013715,121953,121974,activator,CRP-cAMP,CRP,
1039,ECK120013717,1277845,1277858,repressor,FNR,FNR,
1040,ECK120013719,42245,42266,activator,CRP-cAMP,CRP,
1041,ECK120013721,42188,42209,activator,CRP-cAMP,CRP,
1042,ECK120013723,34166,34187,activator,CRP-cAMP,CRP,
1043,ECK120013725,34156,34169,activator,FNR,FNR,
1044,ECK120013728,3536749,3536770,repressor,CRP-cAMP,CRP,
1045,ECK120013728,3536749,3536770,activator,CRP-cAMP,CRP,
1046,ECK120013728,3536749,3536770,repressor,CRP-cAMP,CRP,
1047,ECK120013728,3536749,3536770,activator,CRP-cAMP,CRP,
1048,ECK120013733,3536803,3536815,repressor,IHF,IHF,
1049,ECK120013735,3536738,3536750,repressor,IHF,IHF,
1050,ECK120013737,3536694,3536706,repressor,IHF,IHF,
1051,ECK120013740,4341778,4341795,repressor,MelR-melibiose,MelR,
1052,ECK120013740,4341778,4341795,activator,MelR-melibiose,MelR,
1053,ECK120013742,4341758,4341775,repressor,MelR-melibiose,MelR,
1054,ECK120013742,4341758,4341775,activator,MelR-melibiose,MelR,
1055,ECK120013744,384982,385023,activator,CysB-<i>O</i>-acetyl-L-serine,CysB,
1056,ECK120013746,385091,385132,activator,CysB-<i>O</i>-acetyl-L-serine,CysB,
1057,ECK120013748,385146,385187,activator,CysB-<i>O</i>-acetyl-L-serine,CysB,
1058,ECK120013754,4542636,4542648,activator,IHF,IHF,
1059,ECK120013763,4542890,4542904,activator,Lrp,Lrp,
1060,ECK120013765,4542921,4542935,activator,Lrp,Lrp,
1061,ECK120013767,4542859,4542873,activator,Lrp,Lrp,
1062,ECK120013770,121941,121962,activator,CRP-cAMP,CRP,
1063,ECK120013774,1934701,1934718,repressor,Cra,Cra,
1064,ECK120013776,3073812,3073829,repressor,Cra,Cra,
1065,ECK120013778,3772157,3772174,repressor,Cra,Cra,
1066,ECK120013782,2524943,2524955,activator,XapR-xanthosine,XapR,
1067,ECK120013784,2525023,2525035,activator,XapR-xanthosine,XapR,
1068,ECK120013789,3730840,3730857,activator,XylR-xylose,XylR,
1069,ECK120013791,3730861,3730878,activator,XylR-xylose,XylR,
1070,ECK120013793,3731020,3731037,activator,XylR-xylose,XylR,
1071,ECK120013795,3730999,3731016,activator,XylR-xylose,XylR,
1072,ECK120013797,1488120,1488141,activator,CRP-cAMP,CRP,
1073,ECK120013801,1488026,1488040,repressor,ArcA-Phosphorylated,ArcA,
1074,ECK120013803,1488178,1488192,repressor,ArcA-Phosphorylated,ArcA,
1075,ECK120013811,42200,42215,activator,CaiF-L-carnitine,CaiF,
1076,ECK120013811,42200,42215,activator,CaiF-L-carnitine,CaiF,
1077,ECK120013813,42257,42272,activator,CaiF-L-carnitine,CaiF,
1078,ECK120013813,42257,42272,activator,CaiF-L-carnitine,CaiF,
1079,ECK120013815,329360,329374,repressor,ArcA-Phosphorylated,ArcA,
1080,ECK120013817,329428,329442,repressor,ArcA-Phosphorylated,ArcA,
1081,ECK120013817,329428,329442,repressor,ArcA-Phosphorylated,ArcA,
1082,ECK120013820,576933,576954,activator,CRP-cAMP,CRP,
1083,ECK120013822,576891,576912,activator,CRP-cAMP,CRP,
1084,ECK120013824,577008,577020,repressor,IHF,IHF,
1085,ECK120013826,576906,576925,repressor,OmpR-P,OmpR,
1086,ECK120013832,3777307,3777329,repressor,LldR,LldR,
1087,ECK120013834,3742558,3742579,activator,CRP-cAMP,CRP,
1088,ECK120013834,3742558,3742579,repressor,CRP-cAMP,CRP,
1089,ECK120013837,739436,739455,repressor,LexA,LexA,
1090,ECK120013839,2312761,2312772,repressor,Lrp-leucine,Lrp,
1091,ECK120013841,771079,771093,activator,ArcA-Phosphorylated,ArcA,
1092,ECK120013843,2312738,2312752,repressor,Lrp,Lrp,
1093,ECK120013843,2312738,2312752,repressor,Lrp,Lrp,
1094,ECK120013843,2312738,2312752,repressor,Lrp,Lrp,
1095,ECK120013849,2312822,2312836,repressor,Lrp,Lrp,
1096,ECK120013849,2312822,2312836,repressor,Lrp,Lrp,
1097,ECK120013849,2312822,2312836,repressor,Lrp,Lrp,
1098,ECK120013853,2312853,2312867,repressor,Lrp,Lrp,
1099,ECK120013860,771199,771213,activator,ArcA-Phosphorylated,ArcA,
1100,ECK120013862,1547287,1547302,activator,NarL-Phosphorylated,NarL,
1101,ECK120013864,4640584,4640597,repressor,FNR,FNR,
1102,ECK120013864,4640584,4640597,activator,FNR,FNR,
1103,ECK120013867,1547255,1547270,activator,NarL-Phosphorylated,NarL,
1104,ECK120013867,1547255,1547270,repressor,NarP-Phosphorylated,NarP,
1105,ECK120013869,1547268,1547281,dual,FNR,FNR,
1106,ECK120013869,1547268,1547281,dual,FNR,FNR,
1107,ECK120013871,2312852,2312866,repressor,Lrp,Lrp,
1108,ECK120013871,2312852,2312866,repressor,Lrp,Lrp,
1109,ECK120013874,1399649,1399663,activator,IHF,IHF,
1110,ECK120013876,754831,754843,activator,IHF,IHF,
1111,ECK120013878,4215237,4215249,activator,IHF,IHF,
1112,ECK120013880,4215324,4215336,activator,IHF,IHF,
1113,ECK120013884,3354287,3354301,activator,Lrp,Lrp,
1114,ECK120013886,3354350,3354364,activator,Lrp,Lrp,
1115,ECK120013889,1237455,1237477,activator,CRP-cAMP,CRP,
1116,ECK120013889,1237455,1237477,activator,CRP-cAMP,CRP,
1117,ECK120013889,1237455,1237477,activator,CRP-cAMP,CRP,
1118,ECK120013893,1237520,1237541,activator,CRP-cAMP,CRP,
1119,ECK120013908,2850789,2850802,activator,FNR,FNR,
1120,ECK120013910,1194998,1195013,repressor,ArcA-Phosphorylated,ArcA,
1121,ECK120013914,1237450,1237464,repressor,Lrp,Lrp,
1122,ECK120013914,1237450,1237464,repressor,Lrp,Lrp,
1123,ECK120013914,1237450,1237464,repressor,Lrp,Lrp,
1124,ECK120013918,1237495,1237509,repressor,Lrp,Lrp,
1125,ECK120013918,1237495,1237509,repressor,Lrp,Lrp,
1126,ECK120013918,1237495,1237509,repressor,Lrp,Lrp,
1127,ECK120013922,1237527,1237541,repressor,Lrp,Lrp,
1128,ECK120013922,1237527,1237541,repressor,Lrp,Lrp,
1129,ECK120013922,1237527,1237541,repressor,Lrp,Lrp,
1130,ECK120013926,1237574,1237588,repressor,Lrp,Lrp,
1131,ECK120013926,1237574,1237588,repressor,Lrp,Lrp,
1132,ECK120013926,1237574,1237588,repressor,Lrp,Lrp,
1133,ECK120013930,1237596,1237610,repressor,Lrp,Lrp,
1134,ECK120013930,1237596,1237610,repressor,Lrp,Lrp,
1135,ECK120013930,1237596,1237610,repressor,Lrp,Lrp,
1136,ECK120013934,1795736,1795748,repressor,IHF,IHF,
1137,ECK120013936,1795762,1795774,repressor,IHF,IHF,
1138,ECK120013942,2633856,2633864,repressor,DnaA-ATP,DnaA,
1139,ECK120013944,4200102,4200123,activator,CRP-cAMP,CRP,
1140,ECK120013946,4200075,4200089,activator,Fis,Fis,
1141,ECK120013948,4200001,4200015,activator,Fis,Fis,
1142,ECK120013950,4199949,4199963,activator,Fis,Fis,
1143,ECK120013952,4199914,4199928,activator,Fis,Fis,
1144,ECK120013954,461465,461479,repressor,Fis,Fis,
1145,ECK120013954,461465,461479,repressor,Fis,Fis,
1146,ECK120013957,461235,461249,repressor,Fis,Fis,
1147,ECK120013957,461235,461249,repressor,Fis,Fis,
1148,ECK120013960,461203,461217,repressor,Fis,Fis,
1149,ECK120013960,461203,461217,repressor,Fis,Fis,
1150,ECK120013963,461180,461194,repressor,Fis,Fis,
1151,ECK120013963,461180,461194,repressor,Fis,Fis,
1152,ECK120013966,461238,461259,activator,CRP-cAMP,CRP,
1153,ECK120013968,3562375,3562394,repressor,GlpR,GlpR,
1154,ECK120013970,3562416,3562435,repressor,GlpR,GlpR,
1155,ECK120013972,3384363,3384384,activator,CRP-cAMP,CRP,
1156,ECK120013974,3772075,3772096,activator,CRP-cAMP,CRP,
1157,ECK120013976,3950514,3950528,repressor,Lrp,Lrp,
1158,ECK120013978,3950482,3950496,repressor,Lrp,Lrp,
1159,ECK120013980,3950451,3950462,repressor,Lrp-leucine,Lrp,
1160,ECK120013982,3950421,3950433,activator,IHF,IHF,
1161,ECK120013982,3950421,3950433,repressor,IHF,IHF,
1162,ECK120013985,3950195,3950207,activator,IHF,IHF,
1163,ECK120013985,3950195,3950207,repressor,IHF,IHF,
1164,ECK120013988,3772002,3772023,activator,CRP-cAMP,CRP,
1165,ECK120013990,3771958,3771979,activator,CRP-cAMP,CRP,
1166,ECK120013992,1388856,1388869,repressor,FNR,FNR,
1167,ECK120013994,1388859,1388873,repressor,ArcA-Phosphorylated,ArcA,
1168,ECK120013996,2634214,2634235,repressor,CRP-cAMP,CRP,
1169,ECK120013996,2634214,2634235,activator,CRP-cAMP,CRP,
1170,ECK120013999,1298316,1298331,repressor,NarL-Phosphorylated,NarL,
1171,ECK120013999,1298316,1298331,repressor,NarL-Phosphorylated,NarL,
1172,ECK120014001,1298345,1298358,activator,FNR,FNR,
1173,ECK120014003,1298448,1298462,activator,Fis,Fis,
1174,ECK120014005,1298474,1298488,activator,Fis,Fis,
1175,ECK120014007,1298554,1298568,activator,Fis,Fis,
1176,ECK120014009,3771916,3771937,activator,CRP-cAMP,CRP,
1177,ECK120014011,3772119,3772140,activator,CRP-cAMP,CRP,
1178,ECK120014013,3561897,3561918,activator,CRP-cAMP,CRP,
1179,ECK120014013,3561897,3561918,activator,CRP-cAMP,CRP,
1180,ECK120014016,1011616,1011635,activator,SoxS,SoxS,
1181,ECK120014018,1165862,1165876,activator,Fis,Fis,
1182,ECK120014020,1165913,1165927,activator,Fis,Fis,
1183,ECK120014022,1166035,1166049,repressor,Fis,Fis,
1184,ECK120014024,1277846,1277859,activator,FNR,FNR,
1185,ECK120014026,4287623,4287636,activator,FNR,FNR,
1186,ECK120014028,1230505,1230516,activator,SlyA,SlyA,
1187,ECK120014030,1230515,1230529,dual,H-NS,H-NS,
1188,ECK120014030,1230515,1230529,dual,H-NS,H-NS,
1189,ECK120014032,1230517,1230538,activator,CRP-cAMP,CRP,
1190,ECK120014036,472461,472477,activator,NtrC-P<sup>asp</sup>,NtrC,
1191,ECK120014039,4287613,4287628,dual,NarL-Phosphorylated,NarL,
1192,ECK120014039,4287613,4287628,dual,NarL-Phosphorylated,NarL,
1193,ECK120014041,3742618,3742630,activator,IHF,IHF,
1194,ECK120014046,3742663,3742683,repressor,YiaJ,YiaJ,
1195,ECK120014046,3742663,3742683,repressor,YiaJ,YiaJ,
1196,ECK120014048,3884001,3884020,activator,ArgP,ArgP,
1197,ECK120014050,3883935,3883943,repressor,DnaA-ATP,DnaA,
1198,ECK120014050,3883935,3883943,repressor,DnaA-ATP,DnaA,
1199,ECK120014054,4287641,4287656,repressor,NarL-Phosphorylated,NarL,
1200,ECK120014059,4348803,4348816,activator,FNR,FNR,
1201,ECK120014061,4348860,4348881,activator,CRP-cAMP,CRP,
1202,ECK120014063,4348865,4348880,repressor,NarL-Phosphorylated,NarL,
1203,ECK120014065,4348801,4348816,repressor,NarL-Phosphorylated,NarL,
1204,ECK120014067,4348755,4348770,repressor,NarL-Phosphorylated,NarL,
1205,ECK120014069,4348738,4348753,repressor,NarL-Phosphorylated,NarL,
1206,ECK120014071,4348714,4348729,repressor,NarL-Phosphorylated,NarL,
1207,ECK120014073,4046835,4046843,activator,DnaA-ATP,DnaA,
1208,ECK120014077,4542764,4542776,activator,IHF,IHF,
1209,ECK120014079,890812,890828,activator,OxyR,OxyR,
1210,ECK120014079,890812,890828,repressor,OxyR,OxyR,
1211,ECK120014083,3532531,3532548,activator,Cra,Cra,
1212,ECK120014092,3613581,3613595,activator,FNR,FNR,
1213,ECK120014095,3493963,3493980,repressor,Cra,Cra,
1214,ECK120014097,1165928,1165940,repressor,IHF,IHF,
1215,ECK120014099,1165969,1165981,repressor,IHF,IHF,
1216,ECK120014101,1166011,1166023,repressor,IHF,IHF,
1217,ECK120014105,4201811,4201827,activator,ZraR-Phosphorylated,ZraR,
1218,ECK120014105,4201811,4201827,activator,ZraR-Phosphorylated,ZraR,
1219,ECK120014107,1668577,1668599,repressor,Mlc,Mlc,
1220,ECK120014107,1668577,1668599,repressor,Mlc,Mlc,
1221,ECK120014110,1668651,1668673,repressor,CRP-cAMP,CRP,
1222,ECK120014110,1668651,1668673,activator,CRP-cAMP,CRP,
1223,ECK120014113,3553024,3553046,repressor,Mlc,Mlc,
1224,ECK120014115,1057973,1057982,activator,TorR-P<SUP>asp</SUP>,TorR,
1225,ECK120014115,1057973,1057982,repressor,TorR-TorI,TorR,
1226,ECK120014118,1057983,1057992,repressor,TorR-P<SUP>asp</SUP>,TorR,
1227,ECK120014118,1057983,1057992,activator,TorR-P<SUP>asp</SUP>,TorR,
1228,ECK120014121,1335730,1335751,activator,CRP-cAMP,CRP,
1229,ECK120014123,1335740,1335754,repressor,ArcA-Phosphorylated,ArcA,
1230,ECK120014126,131471,131492,activator,CRP-cAMP,CRP,
1231,ECK120014128,131464,131478,repressor,ArcA-Phosphorylated,ArcA,
1232,ECK120014130,131455,131469,repressor,ArcA-Phosphorylated,ArcA,
1233,ECK120014132,131393,131407,repressor,ArcA-Phosphorylated,ArcA,
1234,ECK120014134,131399,131413,repressor,ArcA-Phosphorylated,ArcA,
1235,ECK120014136,131373,131387,repressor,ArcA-Phosphorylated,ArcA,
1236,ECK120014138,131369,131383,repressor,ArcA-Phosphorylated,ArcA,
1237,ECK120014140,131342,131356,repressor,ArcA-Phosphorylated,ArcA,
1238,ECK120014142,131482,131496,repressor,Fis,Fis,
1239,ECK120014144,131438,131452,repressor,Fis,Fis,
1240,ECK120014146,131340,131354,repressor,Fis,Fis,
1241,ECK120014148,4049804,4049825,repressor,CRP-cAMP,CRP,
1242,ECK120014150,2512958,2512980,activator,CRP-cAMP,CRP,
1243,ECK120014152,2512909,2512930,activator,CRP-cAMP,CRP,
1244,ECK120014154,931149,931164,activator,NarL-Phosphorylated,NarL,
1245,ECK120014156,931103,931118,activator,NarL-Phosphorylated,NarL,
1246,ECK120014158,931115,931128,activator,FNR,FNR,
1247,ECK120014161,4107430,4107447,repressor,Cra,Cra,
1248,ECK120014163,3933249,3933270,activator,CRP-cAMP,CRP,
1249,ECK120014165,4100715,4100728,repressor,FNR,FNR,
1250,ECK120014167,4100731,4100745,repressor,ArcA-Phosphorylated,ArcA,
1251,ECK120015185,511427,511445,activator,CueR-Cu<SUP>+</SUP>,CueR,
1252,ECK120015187,137011,137029,activator,CueR-Cu<SUP>+</SUP>,CueR,
1253,ECK120015191,3577623,3577638,repressor,IdnR-5-ketogluconate,IdnR,
1254,ECK120015205,3088202,3088224,activator,CRP-cAMP,CRP,
1255,ECK120015211,2241612,2241627,repressor,GalR,GalR,
1256,ECK120015213,2352127,2352146,repressor,GlpR,GlpR,
1257,ECK120015215,2352109,2352128,repressor,GlpR,GlpR,
1258,ECK120015217,2352094,2352113,repressor,GlpR,GlpR,
1259,ECK120015219,2352411,2352423,repressor,IHF,IHF,
1260,ECK120015221,2352244,2352256,repressor,IHF,IHF,
1261,ECK120015223,1556375,1556388,activator,RcsB-P<sup>asp56</sup>,RcsB,
1262,ECK120015225,1343511,1343524,activator,RcsB-P<sup>asp56</sup>,RcsB,
1263,ECK120015227,1367911,1367927,activator,PspF,PspF,
1264,ECK120015227,1367911,1367927,repressor,PspF,PspF,
1265,ECK120015229,3853299,3853318,repressor,LexA,LexA,
1266,ECK120015231,348529,348551,activator,CRP-cAMP,CRP,
1267,ECK120015231,348529,348551,activator,CRP-cAMP,CRP,
1268,ECK120015236,348521,348544,repressor,"PrpR-(2<i>S</i>,3<i>S</i>)-2-methylcitrate",PrpR,
1269,ECK120015236,348521,348544,activator,"PrpR-(2<i>S</i>,3<i>S</i>)-2-methylcitrate",PrpR,
1270,ECK120015245,2668934,2668946,repressor,HcaR,HcaR,
1271,ECK120015245,2668934,2668946,activator,HcaR-HCA,HcaR,
1272,ECK120015252,1933095,1933115,repressor,KdgR,KdgR,
1273,ECK120015254,1932827,1932848,repressor,PhoB-Phosphorylated,PhoB,
1274,ECK120015256,817019,817037,repressor,CueR-Cu<SUP>+</SUP>,CueR,
1275,ECK120015288,3577634,3577653,repressor,GntR,GntR,
1276,ECK120015544,1031966,1031981,repressor,NarP-Phosphorylated,NarP,
1277,ECK120015544,1031966,1031981,repressor,NarL-Phosphorylated,NarL,
1278,ECK120015546,1031982,1031997,repressor,NarP-Phosphorylated,NarP,
1279,ECK120015546,1031982,1031997,repressor,NarL-Phosphorylated,NarL,
1280,ECK120015558,1696298,1696313,repressor,UidR,UidR,
1281,ECK120015560,1696116,1696133,repressor,UxuR,UxuR,
1282,ECK120015562,1696231,1696253,activator,CRP-cAMP,CRP,
1283,ECK120015564,2832353,2832368,repressor,NarP-Phosphorylated,NarP,
1284,ECK120015564,2832353,2832368,repressor,NarL-Phosphorylated,NarL,
1285,ECK120015584,348487,348510,repressor,"PrpR-(2<i>S</i>,3<i>S</i>)-2-methylcitrate",PrpR,
1286,ECK120015584,348487,348510,activator,"PrpR-(2<i>S</i>,3<i>S</i>)-2-methylcitrate",PrpR,
1287,ECK120015590,2716650,2716664,repressor,CpxR-Phosphorylated,CpxR,
1288,ECK120015594,2509544,2509561,repressor,Cra,Cra,
1289,ECK120015606,2352483,2352502,repressor,GlpR,GlpR,
1290,ECK120015606,2352483,2352502,repressor,GlpR,GlpR,
1291,ECK120015610,2352576,2352589,activator,FNR,FNR,
1292,ECK120015610,2352576,2352589,activator,FNR,FNR,
1293,ECK120015620,833036,833055,repressor,LexA,LexA,
1294,ECK120015622,2483513,2483530,activator,EvgA-Phosphorylated,EvgA,
1295,ECK120015622,2483513,2483530,activator,EvgA-Phosphorylated,EvgA,
1296,ECK120015622,2483513,2483530,activator,EvgA-Phosphorylated,EvgA,
1297,ECK120015626,65834,65853,repressor,LexA,LexA,
1298,ECK120015628,933128,933147,repressor,LexA,LexA,
1299,ECK120015632,532329,532345,repressor,AllR-allantoin,AllR,
1300,ECK120015632,532329,532345,repressor,AllR-allantoin,AllR,
1301,ECK120015641,1636593,1636611,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1302,ECK120015643,1636591,1636609,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1303,ECK120015645,4605770,4605788,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1304,ECK120015645,4605770,4605788,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1305,ECK120015647,4605741,4605759,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1306,ECK120015647,4605741,4605759,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1307,ECK120015652,3348385,3348401,activator,PhoP-Phosphorylated,PhoP,
1308,ECK120015654,578946,578962,activator,PhoP-Phosphorylated,PhoP,
1309,ECK120015656,1682086,1682102,activator,PhoP-Phosphorylated,PhoP,
1310,ECK120015658,1719736,1719752,activator,PhoP-Phosphorylated,PhoP,
1311,ECK120015658,1719736,1719752,repressor,PhoP-Phosphorylated,PhoP,
1312,ECK120015661,703198,703214,activator,PhoP-Phosphorylated,PhoP,
1313,ECK120015663,174944,174960,activator,PhoP-Phosphorylated,PhoP,
1314,ECK120015665,656486,656502,activator,PhoP-Phosphorylated,PhoP,
1315,ECK120015667,883532,883548,activator,PhoP-Phosphorylated,PhoP,
1316,ECK120015669,703802,703823,dual,CRP-cAMP,CRP,
1317,ECK120015669,703802,703823,dual,CRP-cAMP,CRP,
1318,ECK120015669,703802,703823,dual,CRP-cAMP,CRP,
1319,ECK120015669,703802,703823,dual,CRP-cAMP,CRP,
1320,ECK120015676,1572125,1572144,activator,GadE,GadE,
1321,ECK120015678,1572125,1572146,repressor,CRP-cAMP,CRP,
1322,ECK120015684,3667659,3667680,repressor,CRP-cAMP,CRP,
1323,ECK120015699,3278686,3278705,repressor,AgaR,AgaR,
1324,ECK120015701,3278713,3278732,repressor,AgaR,AgaR,
1325,ECK120015703,1862545,1862566,activator,CRP-cAMP,CRP,
1326,ECK120015705,1946026,1946045,repressor,LexA,LexA,
1327,ECK120015707,1946079,1946098,repressor,LexA,LexA,
1328,ECK120015709,1946027,1946046,repressor,LexA,LexA,
1329,ECK120015711,1946078,1946097,repressor,LexA,LexA,
1330,ECK120015717,4012877,4012892,repressor,MetJ-adenosylmethionine,MetJ,
1331,ECK120015717,4012877,4012892,repressor,MetJ-adenosylmethionine,MetJ,
1332,ECK120015717,4012877,4012892,repressor,MetJ-adenosylmethionine,MetJ,
1333,ECK120015721,4012992,4013007,repressor,MetJ-adenosylmethionine,MetJ,
1334,ECK120015721,4012992,4013007,repressor,MetJ-adenosylmethionine,MetJ,
1335,ECK120015721,4012992,4013007,repressor,MetJ-adenosylmethionine,MetJ,
1336,ECK120015742,70110,70126,activator,AraC-arabinose,AraC,
1337,ECK120015742,70110,70126,activator,AraC-arabinose,AraC,
1338,ECK120015745,2352532,2352553,activator,CRP-cAMP,CRP,
1339,ECK120015745,2352532,2352553,activator,CRP-cAMP,CRP,
1340,ECK120015751,4368466,4368479,activator,FNR,FNR,
1341,ECK120015753,3933320,3933339,repressor,RbsR,RbsR,
1342,ECK120015755,1901909,1901931,repressor,Mlc,Mlc,
1343,ECK120015761,4368512,4368534,activator,CRP-cAMP,CRP,
1344,ECK120015767,2751749,2751768,repressor,LexA,LexA,
1345,ECK120015769,2751727,2751746,repressor,LexA,LexA,
1346,ECK120015802,940861,940884,repressor,ModE-MoO<sub>4</sub><sup>2-</sup>,ModE,
1347,ECK120015804,795046,795069,repressor,ModE-MoO<sub>4</sub><sup>2-</sup>,ModE,
1348,ECK120015806,1277907,1277930,activator,ModE-MoO<sub>4</sub><sup>2-</sup>,ModE,
1349,ECK120015810,2137659,2137673,activator,RcsAB,RcsB,
1350,ECK120015814,2023657,2023671,activator,RcsAB,RcsB,
1351,ECK120015823,2850641,2850664,activator,ModE-MoO<sub>4</sub><sup>2-</sup>,ModE,
1352,ECK120015969,4257027,4257046,repressor,LexA,LexA,
1353,ECK120015971,1277710,1277725,activator,NarL-Phosphorylated,NarL,
1354,ECK120015973,1277747,1277762,activator,NarL-Phosphorylated,NarL,
1355,ECK120015975,1277764,1277779,activator,NarL-Phosphorylated,NarL,
1356,ECK120015977,1277770,1277785,activator,NarL-Phosphorylated,NarL,
1357,ECK120015979,1277834,1277849,activator,NarL-Phosphorylated,NarL,
1358,ECK120015981,1277844,1277859,activator,NarL-Phosphorylated,NarL,
1359,ECK120015983,1277857,1277872,activator,NarL-Phosphorylated,NarL,
1360,ECK120015998,4330274,4330295,activator,CRP-cAMP,CRP,
1361,ECK120016006,1737631,1737649,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1362,ECK120016008,1978272,1978290,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1363,ECK120016010,451857,451875,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1364,ECK120016012,4128521,4128539,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1365,ECK120016014,4223650,4223668,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1366,ECK120016016,1764557,1764569,activator,IHF,IHF,
1367,ECK120016018,1764427,1764445,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1368,ECK120016026,4215361,4215382,repressor,CRP-cAMP,CRP,
1369,ECK120016028,624553,624574,activator,CRP-cAMP,CRP,
1370,ECK120016030,624791,624812,activator,CRP-cAMP,CRP,
1371,ECK120016032,624834,624852,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1372,ECK120016034,612699,612720,activator,CRP-cAMP,CRP,
1373,ECK120016036,612657,612675,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1374,ECK120016036,612657,612675,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
1375,ECK120016038,841796,841817,activator,CRP-cAMP,CRP,
1376,ECK120016040,1688832,1688853,activator,CRP-cAMP,CRP,
1377,ECK120016042,987203,987224,activator,CRP-cAMP,CRP,
1378,ECK120016044,987174,987195,activator,CRP-cAMP,CRP,
1379,ECK120016046,987134,987155,activator,CRP-cAMP,CRP,
1380,ECK120016048,121646,121667,activator,CRP-cAMP,CRP,
1381,ECK120016050,121913,121934,activator,CRP-cAMP,CRP,
1382,ECK120016052,121961,121982,activator,CRP-cAMP,CRP,
1383,ECK120016054,121973,121994,activator,CRP-cAMP,CRP,
1384,ECK120016058,754915,754933,activator,Fur-Fe<SUP>2+</SUP>,Fur,
1385,ECK120016064,954505,954520,repressor,NarL-Phosphorylated,NarL,
1386,ECK120016064,954505,954520,repressor,NarL-Phosphorylated,NarL,
1387,ECK120016066,954637,954652,repressor,NarL-Phosphorylated,NarL,
1388,ECK120016066,954637,954652,repressor,NarL-Phosphorylated,NarL,
1389,ECK120016068,954711,954726,repressor,NarL-Phosphorylated,NarL,
1390,ECK120016068,954711,954726,repressor,NarL-Phosphorylated,NarL,
1391,ECK120016070,954755,954770,repressor,NarL-Phosphorylated,NarL,
1392,ECK120016070,954755,954770,repressor,NarL-Phosphorylated,NarL,
1393,ECK120016072,954771,954786,repressor,NarL-Phosphorylated,NarL,
1394,ECK120016072,954771,954786,repressor,NarL-Phosphorylated,NarL,
1395,ECK120016074,954831,954846,repressor,NarL-Phosphorylated,NarL,
1396,ECK120016074,954831,954846,repressor,NarL-Phosphorylated,NarL,
1397,ECK120016076,954833,954848,repressor,NarL-Phosphorylated,NarL,
1398,ECK120016076,954833,954848,repressor,NarL-Phosphorylated,NarL,
1399,ECK120016078,954720,954735,repressor,NarL-Phosphorylated,NarL,
1400,ECK120016078,954720,954735,repressor,NarL-Phosphorylated,NarL,
1401,ECK120016080,4382391,4382406,repressor,NarL-Phosphorylated,NarL,
1402,ECK120016082,4382416,4382431,repressor,NarL-Phosphorylated,NarL,
1403,ECK120016084,4382430,4382445,repressor,NarL-Phosphorylated,NarL,
1404,ECK120016086,1277821,1277836,activator,NarL-Phosphorylated,NarL,
1405,ECK120016091,1298325,1298340,repressor,NarL-Phosphorylated,NarL,
1406,ECK120016091,1298325,1298340,repressor,NarL-Phosphorylated,NarL,
1407,ECK120016101,739345,739364,repressor,LexA,LexA,
1408,ECK120016103,4348733,4348748,repressor,NarL-Phosphorylated,NarL,
1409,ECK120016106,1230728,1230747,repressor,LexA,LexA,
1410,ECK120016112,3146335,3146350,repressor,NarL-Phosphorylated,NarL,
1411,ECK120016114,4105726,4105740,activator,CpxR-Phosphorylated,CpxR,
1412,ECK120016114,4105726,4105740,activator,CpxR-Phosphorylated,CpxR,
1413,ECK120016116,4105771,4105790,activator,CpxR-Phosphorylated,CpxR,
1414,ECK120016120,1977332,1977346,repressor,CpxR-Phosphorylated,CpxR,
1415,ECK120016123,4591396,4591410,repressor,CpxR-Phosphorylated,CpxR,
1416,ECK120016126,2832346,2832358,activator,NorR,NorR,
1417,ECK120016126,2832346,2832358,repressor,NorR,NorR,
1418,ECK120016133,2832322,2832334,activator,NorR,NorR,
1419,ECK120016133,2832322,2832334,repressor,NorR,NorR,
1420,ECK120016135,2832301,2832313,activator,NorR,NorR,
1421,ECK120016135,2832301,2832313,repressor,NorR,NorR,
1422,ECK120016143,624722,624740,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
