,locus_tag,strand,tss,sigma_factor,name,box_10_left,box_10_right,box_35_left,box_35_right
976,ECK120010767,-1.0,3656791.0,"Sigma38, Sigma70, Sigma70, Sigma38",hdeAp,3656803.0,3656813.0,3656826.0,3656831.0
977,ECK120010767,-1.0,3656791.0,"Sigma38, Sigma70, Sigma70, Sigma38",hdeAp,3656796.0,3656803.0,3656821.0,3656825.0
978,ECK120010768,-1.0,4196954.0,Sigma38,rsdp1,4196962.0,4196972.0,4196985.0,4196990.0
979,ECK120010769,-1.0,4196859.0,Sigma70,rsdp2,4196863.0,4196868.0,4196887.0,4196892.0
980,ECK120010770,1.0,4107474.0,"Sigma70, Sigma38",pfkAp2,4107459.0,4107466.0,,
981,ECK120010770,1.0,4107474.0,"Sigma70, Sigma38",pfkAp2,4107459.0,4107466.0,,
982,ECK120010771,-1.0,1668603.0,Sigma70,mlcp1,1668604.0,1668609.0,1668629.0,1668634.0
983,ECK120010772,-1.0,1668591.0,"Sigma70, Sigma32",mlcp2,1668595.0,1668600.0,1668620.0,1668625.0
984,ECK120010772,-1.0,1668591.0,"Sigma70, Sigma32",mlcp2,1668600.0,1668605.0,1668620.0,1668625.0
985,ECK120010773,-1.0,931031.0,Sigma70,cydDp,931037.0,931042.0,931058.0,931063.0
986,ECK120010774,1.0,4393677.0,Sigma70,yjeFp1,4393665.0,4393670.0,4393640.0,4393645.0
987,ECK120010775,1.0,4393937.0,Sigma70,yjeFp2,4393925.0,4393930.0,4393899.0,4393904.0
988,ECK120010776,1.0,4394035.0,Sigma70,yjeFp3,4394025.0,4394030.0,4394001.0,4394006.0
989,ECK120010777,-1.0,4340556.0,Sigma70,adiAp,4340562.0,4340567.0,4340585.0,4340590.0
990,ECK120010778,-1.0,4338042.0,,adiYp,4338048.0,4338053.0,4338072.0,4338077.0
991,ECK120010879,1.0,4105785.0,Sigma70,cpxPp,4105772.0,4105777.0,4105746.0,4105751.0
992,ECK120010880,1.0,,Sigma38,ldcCp,,,,
993,ECK120010937,-1.0,161515.0,Sigma70,sfsAp,161521.0,161526.0,161544.0,161549.0
994,ECK120010964,-1.0,1942661.0,Sigma38,znuAp,1942668.0,1942678.0,1942690.0,1942695.0
995,ECK120010971,1.0,3246508.0,Sigma32,exuRp,3246493.0,3246498.0,3246476.0,3246481.0
996,ECK120010974,1.0,1658003.0,"Sigma70, Sigma38",ynfEp,1657991.0,1657996.0,1657966.0,1657971.0
997,ECK120010974,1.0,1658003.0,"Sigma70, Sigma38",ynfEp,1657986.0,1657996.0,1657966.0,1657971.0
998,ECK120010980,1.0,3853337.0,,tisBp,3853325.0,3853330.0,,
999,ECK120010987,1.0,4215402.0,Sigma70,aceBp,4215391.0,4215396.0,4215369.0,4215374.0
1000,ECK120010988,1.0,70241.0,Sigma70,araCp,70233.0,70238.0,70207.0,70212.0
1001,ECK120010989,1.0,4154885.0,Sigma70,argCp,4154871.0,4154876.0,4154850.0,4154855.0
1002,ECK120010990,-1.0,290340.0,Sigma70,argFp,290350.0,290355.0,290371.0,290376.0
1003,ECK120010991,-1.0,4478344.0,Sigma70,argIp,4478354.0,4478359.0,4478375.0,4478380.0
1004,ECK120010992,-1.0,2741201.0,Sigma70,aroFp,2741208.0,2741213.0,2741230.0,2741235.0
1005,ECK120010993,1.0,785591.0,Sigma70,aroGp,785580.0,785585.0,785557.0,785562.0
1006,ECK120010994,1.0,1788318.0,Sigma70,aroHp1,1788308.0,1788313.0,1788286.0,1788291.0
1007,ECK120010995,1.0,406280.0,Sigma70,aroLp,406265.0,406270.0,406243.0,406248.0
1008,ECK120010996,-1.0,121671.0,Sigma70,aroPp1,121683.0,121688.0,121706.0,121711.0
1009,ECK120010997,-1.0,809292.0,Sigma70,bioAp,809298.0,809303.0,809319.0,809324.0
1010,ECK120010998,1.0,809302.0,Sigma70,bioBp,809288.0,809293.0,809265.0,809270.0
1011,ECK120010999,1.0,167442.0,Sigma70,fhuAp,167430.0,167435.0,167409.0,167414.0
1012,ECK120011000,-1.0,4056371.0,Sigma70,glnLp,4056377.0,4056382.0,4056402.0,4056407.0
1013,ECK120011001,-1.0,2352451.0,Sigma70,glpTQp,2352458.0,2352463.0,2352485.0,2352490.0
1014,ECK120011002,1.0,4133812.0,Sigma70,katGp,4133799.0,4133804.0,4133775.0,4133780.0
1015,ECK120011003,1.0,4132546.0,Sigma70,metFp,4132538.0,4132543.0,4132515.0,4132520.0
1016,ECK120011004,1.0,4223783.0,Sigma70,metHp,4223776.0,4223781.0,4223752.0,4223757.0
1017,ECK120011005,1.0,1279807.0,Sigma70,narGp,1279795.0,1279800.0,1279773.0,1279778.0
1018,ECK120011006,1.0,1277932.0,Sigma70,narKp1,1277919.0,1277924.0,1277893.0,1277898.0
1019,ECK120011007,1.0,3493987.0,Sigma70,nirBp,3493974.0,3493979.0,3493948.0,3493953.0
1020,ECK120011008,-1.0,987092.0,"Sigma38, Sigma70",ompFp,987099.0,987104.0,987123.0,987128.0
1021,ECK120011009,1.0,4158457.0,"Sigma38, Sigma70",oxyRp,4158439.0,4158449.0,4158420.0,4158425.0
1022,ECK120011009,1.0,4158457.0,"Sigma38, Sigma70",oxyRp,4158444.0,4158449.0,4158420.0,4158425.0
1023,ECK120011010,1.0,401707.0,Sigma70,phoAp,401695.0,401700.0,401672.0,401677.0
1024,ECK120011011,1.0,417101.0,Sigma70,phoBp,417089.0,417094.0,417063.0,417068.0
1025,ECK120011012,-1.0,2597781.0,Sigma70,purCp,2597788.0,2597793.0,2597815.0,2597820.0
1026,ECK120011013,-1.0,4207627.0,Sigma70,purHp,4207634.0,4207639.0,4207656.0,4207661.0
1027,ECK120011014,-1.0,2695589.0,Sigma70,purLp,2695597.0,2695602.0,2695620.0,2695625.0
1028,ECK120011015,1.0,2621153.0,Sigma70,purMp,2621141.0,2621146.0,2621117.0,2621122.0
1029,ECK120011016,1.0,1737689.0,Sigma70,purRp,1737675.0,1737680.0,1737652.0,1737657.0
1030,ECK120011017,-1.0,1122643.0,Sigma70,pyrCp,1122652.0,1122657.0,1122679.0,1122684.0
1031,ECK120011018,1.0,1004732.0,Sigma70,pyrDp,1004724.0,1004729.0,1004701.0,1004706.0
1032,ECK120011019,-1.0,2823819.0,Sigma70,recAp,2823825.0,2823830.0,2823847.0,2823852.0
1033,ECK120011020,1.0,4100759.0,Sigma70,sodAp,4100747.0,4100752.0,4100726.0,4100731.0
1034,ECK120011021,1.0,4274011.0,Sigma70,ssbp3,4274003.0,4274008.0,4273980.0,4273985.0
1035,ECK120011022,1.0,4632704.0,Sigma70,trpRp,4632691.0,4632696.0,4632664.0,4632669.0
1036,ECK120011023,-1.0,4273936.0,Sigma70,uvrAp,4273939.0,4273944.0,4273960.0,4273965.0
1037,ECK120011024,1.0,813462.0,Sigma70,uvrBp2,813450.0,813455.0,813429.0,813434.0
1038,ECK120011025,-1.0,2310427.0,"Sigma38, Sigma70",adap,2310430.0,2310440.0,2310454.0,2310459.0
1039,ECK120011025,-1.0,2310427.0,"Sigma38, Sigma70",adap,2310430.0,2310435.0,2310454.0,2310459.0
1040,ECK120011026,-1.0,3100751.0,Sigma70,ansBp2,3100759.0,3100764.0,3100785.0,3100790.0
1041,ECK120011027,-1.0,4031013.0,Sigma70,fadBp,4031021.0,4031026.0,4031044.0,4031049.0
1042,ECK120011028,-1.0,260158.0,Sigma70,phoEp,260166.0,260171.0,260187.0,260192.0
1043,ECK120011029,1.0,4267082.0,Sigma70,tyrBp,4267070.0,4267075.0,4267046.0,4267051.0
1044,ECK120011030,1.0,3553024.0,Sigma70,malTp,3553012.0,3553017.0,3552989.0,3552994.0
1045,ECK120011031,-1.0,1016498.0,Sigma70,fabAp,1016504.0,1016509.0,1016527.0,1016532.0
1046,ECK120011032,-1.0,3305860.0,Sigma70,mtrp2,3305868.0,3305873.0,3305895.0,3305900.0
1047,ECK120011033,-1.0,1688440.0,Sigma70,fumAp,1688449.0,1688454.0,1688470.0,1688475.0
1048,ECK120011034,1.0,3222551.0,Sigma70,ebgAp,3222540.0,3222545.0,3222517.0,3222522.0
1049,ECK120011035,-1.0,2933854.0,Sigma70,fucAp,2933860.0,2933865.0,2933886.0,2933891.0
1050,ECK120011036,-1.0,2339457.0,Sigma70,gyrAp,2339465.0,2339470.0,2339489.0,2339494.0
1051,ECK120011037,-1.0,2477746.0,Sigma70,dsdCp,2477752.0,2477757.0,2477776.0,2477781.0
1052,ECK120011038,-1.0,4299407.0,Sigma54,fdhFp,4299417.0,4299421.0,4299428.0,4299433.0
1053,ECK120011039,-1.0,2978951.0,Sigma70,lysAp,2978955.0,2978960.0,2978979.0,2978984.0
1054,ECK120011040,1.0,2978950.0,Sigma70,lysRp,2978943.0,2978948.0,2978916.0,2978921.0
1055,ECK120011041,-1.0,1699228.0,Sigma70,malIp,1699235.0,1699240.0,1699259.0,1699264.0
1056,ECK120011042,1.0,3152075.0,Sigma70,metCp,3152063.0,3152068.0,3152040.0,3152045.0
1057,ECK120011043,-1.0,2685574.0,Sigma70,glyAp,2685579.0,2685584.0,2685602.0,2685607.0
1058,ECK120011044,1.0,2710357.0,Sigma70,nadBp,2710345.0,2710350.0,2710324.0,2710329.0
1059,ECK120011045,-1.0,990414.0,Sigma70,pncBp,990421.0,990426.0,990443.0,990448.0
1060,ECK120011046,-1.0,1262177.0,Sigma70,prsp,1262184.0,1262189.0,1262208.0,1262213.0
1061,ECK120011047,1.0,1896809.0,Sigma32,sdaAp,1896793.0,1896798.0,1896776.0,1896781.0
1062,ECK120011130,-1.0,3401129.0,Sigma70,mreBp1,3401134.0,3401139.0,3401157.0,3401162.0
1063,ECK120011144,-1.0,3378672.0,Sigma70,rplMp,3378678.0,3378683.0,3378700.0,3378705.0
1064,ECK120011146,-1.0,3442565.0,Sigma70,rpsMp2,3442571.0,3442576.0,3442594.0,3442599.0
1065,ECK120011152,-1.0,1447367.0,,feaRp,,,,
1066,ECK120015157,1.0,3088255.0,Sigma70,galPp,3088242.0,3088247.0,3088215.0,3088220.0
1067,ECK120015158,-1.0,1556340.0,,bdmp,,,,
1068,ECK120015159,-1.0,3808238.0,Sigma70,rirAp,3808245.0,3808250.0,3808269.0,3808274.0
1069,ECK120015160,-1.0,3808180.0,,waaQp,,,,
1070,ECK120015161,1.0,3808516.0,Sigma70,waaAp1,3808503.0,3808508.0,3808479.0,3808484.0
1071,ECK120015162,1.0,3808256.0,Sigma70,waaAp2,3808249.0,3808254.0,3808225.0,3808230.0
1072,ECK120015163,-1.0,3853257.0,Sigma70,istR-2p,3853265.0,3853270.0,3853289.0,3853294.0
1073,ECK120015164,-1.0,3853192.0,Sigma70,istR-1p,3853199.0,3853204.0,3853222.0,3853227.0
1074,ECK120015165,-1.0,2668964.0,,hcaRp,,,,
1075,ECK120015166,1.0,2668982.0,,hcaEp,,,,
1076,ECK120015167,-1.0,348471.0,Sigma70,prpRp,348481.0,348486.0,348503.0,348508.0
1077,ECK120015168,1.0,817977.0,,moaBp,,,,
1078,ECK120015375,1.0,3497754.0,Sigma70,cysGp1,3497741.0,3497746.0,3497720.0,3497725.0
1079,ECK120015376,-1.0,3101640.0,,yggNp2b,,,,
1080,"<br>ecfFp2b promoter was induced by zinc in a microarray analysis <a href=""#myRef"" class=""linkBlue"">Yamamoto K,2005</a>",,,,,,,,
1081,<br>,,,,,,,,
1082,ECK120015377,1.0,3497793.0,,cysGp2,,,,
1083,ECK120015378,-1.0,3059353.0,,rpiAp,,,,
1084,ECK120015379,1.0,2579308.0,Sigma38,tktBp,2579291.0,2579301.0,2579274.0,2579279.0
1085,ECK120015380,-1.0,1824984.0,Sigma28,vesp,1824991.0,1824998.0,1825014.0,1825018.0
1086,ECK120015381,1.0,1065559.0,,agpp,,,,
1087,ECK120015382,-1.0,2509461.0,"Sigma70, Sigma38",glkp,2509467.0,2509474.0,,
1088,ECK120015382,-1.0,2509461.0,"Sigma70, Sigma38",glkp,2509467.0,2509474.0,,
1089,ECK120015383,1.0,1291405.0,,galUp,,,,
1090,ECK120015384,1.0,2006115.0,Sigma70,amyAp,2006103.0,2006108.0,2006081.0,2006086.0
1091,ECK120015385,-1.0,2222120.0,Sigma70,bglXp,2222127.0,2222132.0,2222151.0,2222156.0
1092,ECK120015386,-1.0,4160802.0,,sthAp,,,,
1093,ECK120015387,1.0,2483631.0,Sigma70,evgAp2,2483624.0,2483629.0,2483603.0,2483608.0
1094,ECK120015388,1.0,2483641.0,Sigma38,evgAp1,2483624.0,2483634.0,2483607.0,2483612.0
1095,ECK120015389,-1.0,65803.0,Sigma70,polBp,65810.0,65815.0,65832.0,65837.0
1096,ECK120015390,1.0,933218.0,Sigma70,ftsKp3,933206.0,933211.0,933182.0,933187.0
1097,ECK120015391,1.0,532390.0,,allAp,,,,
1098,ECK120015392,-1.0,532300.0,,allSp,,,,
1099,ECK120015393,1.0,3581111.0,Sigma70,yhhYp,3581096.0,3581101.0,3581070.0,3581075.0
1100,ECK120015394,-1.0,1636603.0,Sigma70,nohAp,,,,
1101,ECK120015395,-1.0,4605694.0,Sigma70,fhuFp,4605699.0,4605704.0,4605722.0,4605727.0
1102,ECK120015396,-1.0,1982442.0,Sigma38,otsBp2,1982448.0,1982458.0,1982471.0,1982476.0
1103,ECK120015397,1.0,3348421.0,,yrbLp,,,,
1104,ECK120015398,-1.0,578921.0,,borDp,,,,
1105,ECK120015399,1.0,1682138.0,,rstAp,,,,
1106,ECK120015400,1.0,1719777.0,,slyBp1,,,,
1107,ECK120015401,1.0,1719748.0,,slyBp2,,,,
1108,ECK120015402,-1.0,703175.0,,nagAp,,,,
1109,ECK120015403,-1.0,174921.0,Sigma28,hemLp,174929.0,174936.0,174952.0,174956.0
1110,ECK120015404,1.0,656526.0,,pagPp,,,,
1111,ECK120015405,-1.0,883508.0,,ybjGp,,,,
1112,ECK120015406,-1.0,585665.0,,ompTp,,,,
1113,ECK120015407,-1.0,21210.0,,rpsTp1,,,,
1114,ECK120015408,-1.0,21120.0,,rpsTp2,,,,
1115,ECK120015409,1.0,1601460.0,Sigma38,lsrAp,1601445.0,1601455.0,1601425.0,1601430.0
1116,ECK120015410,-1.0,,,gatR_2p,,,,
1117,ECK120015411,-1.0,4111524.0,,tpiAp1,,,,
1118,ECK120015412,-1.0,3072857.0,Sigma70,pgkp1,3072865.0,3072870.0,3072886.0,3072891.0
1119,ECK120015413,-1.0,1950617.0,,aspSp,,,,
1120,ECK120015414,1.0,2578570.0,Sigma38,talAp2,2578555.0,2578565.0,2578539.0,2578544.0
1121,ECK120015415,1.0,3719431.0,Sigma38,yiaGp,3719414.0,3719424.0,3719396.0,3719401.0
1122,ECK120015416,1.0,4439511.0,Sigma38,ytfKp,4439494.0,4439504.0,4439476.0,4439481.0
1123,ECK120015417,-1.0,1526011.0,Sigma38,ansPp1,1526015.0,1526025.0,1526037.0,1526042.0
1124,ECK120015418,-1.0,1526020.0,Sigma38,ansPp2,1526021.0,1526031.0,1526045.0,1526050.0
1125,ECK120015419,1.0,601929.0,Sigma70,phePp,601917.0,601922.0,601894.0,601899.0
1126,ECK120015420,-1.0,1114213.0,Sigma38,msyBp,1114220.0,1114230.0,1114241.0,1114246.0
1127,ECK120015421,-1.0,903769.0,Sigma70,artPp,903778.0,903783.0,903801.0,903806.0
1128,ECK120015422,-1.0,900626.0,Sigma70,artJp,900633.0,900638.0,900656.0,900661.0
1129,ECK120015423,1.0,1806323.0,Sigma38,pfkBp2,1806312.0,1806322.0,1806292.0,1806297.0
1130,ECK120015424,1.0,1727801.0,Sigma70,gloAp,1727788.0,1727793.0,1727764.0,1727769.0
1131,ECK120015425,-1.0,904523.0,Sigma38,ybjPp,904529.0,904539.0,904554.0,904559.0
1132,ECK120015426,-1.0,3068126.0,Sigma38,yggEp1,3068134.0,3068144.0,3068157.0,3068162.0
1133,ECK120015427,-1.0,3068185.0,Sigma38,yggEp2,3068191.0,3068201.0,3068215.0,3068220.0
1134,ECK120015428,1.0,4012884.0,,metEp,,,,
1135,ECK120015429,-1.0,4012855.0,,metRp1,,,,
1136,ECK120015430,-1.0,4012837.0,,metRp2,,,,
1137,ECK120015431,-1.0,1948185.0,Sigma70,yebCp,1948190.0,1948195.0,1948214.0,1948219.0
1138,ECK120015432,-1.0,1947439.0,Sigma70,ruvCp,1947450.0,1947455.0,1947472.0,1947477.0
1139,ECK120015433,-1.0,1948674.0,Sigma70,nudBp,1948682.0,1948687.0,1948704.0,1948709.0
1140,ECK120015434,1.0,1946144.0,,yebBp2,,,,
1141,ECK120015435,1.0,1946110.0,Sigma70,yebBp1,1946097.0,1946102.0,1946076.0,1946081.0
1142,ECK120015436,1.0,1125522.0,,rimJp,,,,
1143,ECK120015437,1.0,3813852.0,Sigma70,dutp,3813836.0,3813841.0,3813815.0,3813820.0
1144,ECK120015438,-1.0,1263556.0,Sigma28,lolBp,1263563.0,1263570.0,1263585.0,1263589.0
1145,ECK120015463,1.0,2196445.0,Sigma70,yehFp,,,,
1146,ECK120015464,1.0,3646112.0,"Sigma70, Sigma38",gorp,3646101.0,3646106.0,3646076.0,3646081.0
1147,ECK120015464,1.0,3646112.0,"Sigma70, Sigma38",gorp,3646101.0,3646106.0,3646076.0,3646081.0
1148,ECK120015467,-1.0,2512734.0,"Sigma70, Sigma70",mntHp,2512742.0,2512747.0,2512765.0,2512770.0
1149,ECK120015467,-1.0,2512734.0,"Sigma70, Sigma70",mntHp,2512742.0,2512747.0,2512765.0,2512770.0
1150,ECK120015468,-1.0,136940.0,Sigma70,yacCp,136947.0,136952.0,136974.0,136979.0
1151,ECK120015469,-1.0,2746254.0,Sigma70,rpsPp,2746261.0,2746266.0,2746283.0,2746288.0
1152,ECK120015471,-1.0,1542690.0,Sigma70,narZp,1542696.0,1542701.0,1542721.0,1542726.0
1153,ECK120015472,1.0,533907.0,Sigma70,gclp,533896.0,533901.0,533872.0,533877.0
1154,ECK120015473,-1.0,546411.0,Sigma70,allDp,546417.0,546422.0,546444.0,546449.0
1155,ECK120015489,-1.0,4635353.0,,robp,,,,
1156,ECK120015494,1.0,2153979.0,Sigma38,mdtAp,2153962.0,2153972.0,2153943.0,2153948.0
1157,ECK120015495,-1.0,2239391.0,Sigma70,mglAp,2239392.0,2239397.0,2239419.0,2239424.0
1158,ECK120015496,1.0,1251003.0,Sigma38,dhaRp,1250986.0,1250996.0,1250966.0,1250971.0
1159,ECK120015497,-1.0,1250944.0,Sigma38,dhaKp,1250958.0,1250968.0,1250980.0,1250985.0
1160,ECK120015498,-1.0,846631.0,Sigma70,glnQp,846638.0,846643.0,846660.0,846665.0
1161,ECK120015500,1.0,2587475.0,Sigma70,acrDp,2587463.0,2587468.0,2587441.0,2587446.0
1162,ECK120015516,1.0,1810170.0,Sigma70,ydjMp,1810164.0,1810169.0,1810137.0,1810142.0
1163,ECK120015517,1.0,3721065.0,Sigma24,insKp,3721058.0,3721062.0,3721036.0,3721041.0
1164,ECK120015518,-1.0,3647982.0,Sigma70,dinQp,3647988.0,3647993.0,3648011.0,3648017.0
1165,ECK120015765,1.0,2751759.0,Sigma70,recNp,2751747.0,2751752.0,2751725.0,2751730.0
1166,ECK120015953,-1.0,4105686.0,"Sigma38, Sigma70",cpxRp,4105693.0,4105698.0,4105717.0,4105722.0
1167,ECK120015954,1.0,4591412.0,Sigma70,tsrp1,4591397.0,4591402.0,4591374.0,4591379.0
1168,ECK120015955,1.0,1277821.0,Sigma70,narKp2,1277811.0,1277816.0,1277787.0,1277792.0
1169,ECK120015956,1.0,2041346.0,Sigma70,zinTp,2041331.0,2041336.0,2041308.0,2041313.0
1170,ECK120015959,1.0,485699.0,Sigma70,acrRp,485690.0,485695.0,485666.0,485671.0
1171,ECK120016183,-1.0,855786.0,,ldtBp,,,,
1172,ECK120016184,1.0,2695767.0,Sigma70,mltFp,2695749.0,2695754.0,2695725.0,2695730.0
1173,ECK120016224,-1.0,2013093.0,Sigma28,fliEp,2013100.0,2013107.0,2013124.0,2013128.0
1174,ECK120016225,1.0,,Sigma54,rtcRp,,,,
1175,ECK120016232,1.0,3413702.0,Sigma70,acrEp,3413691.0,3413696.0,3413665.0,3413670.0
1176,ECK120016339,-1.0,4351685.0,Sigma70,dcuSp,4351693.0,4351698.0,4351715.0,4351720.0
1177,ECK120016340,1.0,920094.0,Sigma32,macBp1,920083.0,920088.0,920067.0,920072.0
1178,ECK120016341,1.0,920337.0,Sigma32,macBp2,920326.0,920331.0,920307.0,920312.0
1179,ECK120016342,-1.0,1121058.0,Sigma32,bssSp1,1121064.0,1121069.0,1121082.0,1121087.0
1180,ECK120016343,-1.0,1121032.0,Sigma32,bssSp2,1121042.0,1121047.0,1121060.0,1121065.0
1181,ECK120016344,-1.0,1442915.0,Sigma32,ldhAp,1442922.0,1442927.0,1442941.0,1442946.0
1182,ECK120016345,-1.0,3811277.0,Sigma32,mutMp2,3811283.0,3811288.0,3811299.0,3811304.0
1183,ECK120016346,-1.0,518490.0,Sigma32,ybbNp1,518500.0,518505.0,518519.0,518524.0
1184,ECK120016347,-1.0,518568.0,Sigma32,ybbNp2,518575.0,518580.0,518595.0,518600.0
1185,ECK120016348,-1.0,159151.0,Sigma70,pcnBp1,159162.0,159167.0,159187.0,159192.0
1186,ECK120016349,-1.0,159195.0,Sigma70,pcnBp2,159203.0,159208.0,159230.0,159235.0
1187,ECK120016350,1.0,1290220.0,Sigma38,rssBp,1290204.0,1290214.0,1290185.0,1290190.0
1188,ECK120016351,1.0,1289106.0,Sigma38,rssAp,1289088.0,1289098.0,1289070.0,1289075.0
1189,ECK120016352,-1.0,2065874.0,Sigma70,cobUp1,2065883.0,2065888.0,2065906.0,2065911.0
1190,ECK120016353,-1.0,2065972.0,Sigma70,cobUp2,2065981.0,2065986.0,2066005.0,2066010.0
1191,ECK120016406,-1.0,3692673.0,Sigma70,bcsBp,3692679.0,3692684.0,3692706.0,3692711.0
1192,ECK120016565,1.0,2537315.0,Sigma24,yfeKp,2537304.0,2537308.0,2537282.0,2537287.0
1193,ECK120016566,1.0,2616068.0,Sigma24,bepAp1,2616058.0,2616062.0,2616036.0,2616041.0
1194,ECK120016567,-1.0,2638975.0,Sigma24,bamBp,2638981.0,2638985.0,2639002.0,2639007.0
1195,ECK120016568,1.0,3169749.0,Sigma70,qseBp2,3169737.0,3169742.0,3169717.0,3169722.0
1196,ECK120016569,-1.0,2962507.0,Sigma70,recCp,2962514.0,2962519.0,2962537.0,2962542.0
1197,ECK120016570,-1.0,926479.0,Sigma70,infAp2,926483.0,926488.0,926509.0,926514.0
1198,ECK120016571,-1.0,926685.0,Sigma70,infAp1,926692.0,926697.0,926719.0,926724.0
1199,ECK120016572,1.0,2735961.0,Sigma24,bamDp2,2735950.0,2735954.0,2735928.0,2735933.0
1200,ECK120016573,-1.0,3039633.0,Sigma24,dsbCp2,3039638.0,3039642.0,3039661.0,3039666.0
1201,ECK120016574,1.0,3201042.0,Sigma24,ygiMp2,3201032.0,3201036.0,3201010.0,3201015.0
1202,ECK120016575,1.0,3169801.0,Sigma70,qseBp1,3169791.0,3169796.0,3169764.0,3169769.0
1203,ECK120016576,1.0,3296072.0,Sigma24,yraPp2,3296062.0,3296066.0,3296040.0,3296045.0
1204,ECK120016577,-1.0,3328853.0,Sigma24,greAp2,3328859.0,3328863.0,3328880.0,3328885.0
1205,ECK120016578,1.0,3343396.0,Sigma24,lptBp,3343387.0,3343391.0,3343363.0,3343368.0
1206,ECK120016579,-1.0,1130885.0,Sigma70,flgAp,1130893.0,1130898.0,1130914.0,1130919.0
1207,ECK120016580,1.0,1130993.0,Sigma70,flgBp,1130980.0,1130985.0,1130958.0,1130963.0
1208,ECK120016581,1.0,1988200.0,,yecRp,,,,
1209,ECK120016582,-1.0,2289176.0,,yejOp,,,,
1210,ECK120016583,1.0,197026.0,Sigma24,bamAp2,197015.0,197019.0,196993.0,196998.0
1211,ECK120016584,-1.0,716641.0,Sigma24,ybfHp,716647.0,716651.0,716668.0,716674.0
1212,ECK120016585,1.0,1757296.0,,lppp2,,,,
1213,ECK120016587,-1.0,1825688.0,Sigma70,spyp,1825694.0,1825699.0,1825715.0,1825720.0
1214,ECK120016702,-1.0,1966216.0,Sigma70,flhBp,,,,
1215,ECK120016703,1.0,2013205.0,Sigma28,fliFp,2013191.0,2013198.0,2013170.0,2013174.0
1216,ECK120016704,-1.0,2013036.0,Sigma70,fliEp1,2013045.0,2013050.0,2013066.0,2013071.0
1217,ECK120016705,1.0,2013146.0,Sigma70,fliFp1,2013131.0,2013136.0,2013110.0,2013115.0
1218,ECK120016706,-1.0,687896.0,Sigma70,gltIp1,687898.0,687903.0,687924.0,687929.0
1219,ECK120016707,-1.0,3550399.0,Sigma24,malQp,3550405.0,3550409.0,3550425.0,3550430.0
1220,ECK120016708,-1.0,3682016.0,Sigma24,yhjJp,3682022.0,3682026.0,3682042.0,3682047.0
1221,ECK120016709,1.0,3893829.0,Sigma24,yieEp,3893820.0,3893824.0,3893795.0,3893800.0
1222,ECK120016710,-1.0,4256598.0,Sigma24,plsBp,4256601.0,4256605.0,4256625.0,4256630.0
1223,ECK120016711,1.0,576873.0,Sigma24,essDp,576863.0,576868.0,576841.0,576847.0
1224,ECK120016712,1.0,1074134.0,Sigma24,rutRp,1074123.0,1074127.0,1074102.0,1074107.0
1225,ECK120016713,-1.0,1538687.0,Sigma24,narWp,1538694.0,1538698.0,1538715.0,1538720.0
1226,ECK120016714,1.0,1720998.0,Sigma24,ydhIp,1720987.0,1720991.0,1720965.0,1720970.0
1227,ECK120016715,1.0,1728353.0,Sigma24,lhrp,1728343.0,1728347.0,1728320.0,1728325.0
1228,ECK120016716,1.0,2766707.0,Sigma24,rnlBp,2766696.0,2766700.0,2766674.0,2766679.0
1229,ECK120016717,-1.0,3455634.0,Sigma24,gspAp4,3455640.0,3455644.0,3455661.0,3455666.0
1230,ECK120016718,-1.0,3836664.0,Sigma24,yicJp,3836670.0,3836674.0,3836692.0,3836697.0
1231,ECK120016719,1.0,639002.0,Sigma24,ahpFp,638991.0,638995.0,638969.0,638974.0
1232,ECK120016720,1.0,1986775.0,Sigma24,ftnBp,1986765.0,1986769.0,1986743.0,1986748.0
1233,ECK120016779,-1.0,4432009.0,,ytfEp,,,,
1234,ECK120016780,-1.0,2856828.0,,ygbAp,,,,
1235,ECK120016781,1.0,1500536.0,,tehAp,,,,
1236,ECK120016933,1.0,742619.0,,ybgIp1,,,,
1237,ECK120016934,1.0,742798.0,,ybgIp2,,,,
1238,ECK120016935,1.0,1705207.0,,ydgKp,,,,
1239,ECK120016936,1.0,1705755.0,,rsxAp,,,,
1240,ECK120016938,1.0,2839429.0,Sigma70,ascFp,2839416.0,2839421.0,2839393.0,2839398.0
1241,ECK120016939,-1.0,2839287.0,Sigma70,ascGp,2839295.0,2839300.0,2839318.0,2839323.0
1242,ECK120016946,-1.0,4601615.0,,dnaTp,,,,
1243,ECK120016950,1.0,3540057.0,Sigma70,feoAp,3540046.0,3540051.0,3540023.0,3540028.0
1244,ECK120016952,-1.0,3725354.0,Sigma70,glyQp,3725361.0,3725366.0,3725384.0,3725389.0
1245,ECK120016954,-1.0,1592482.0,Sigma70,hipBp,1592488.0,1592493.0,1592510.0,1592515.0
1246,ECK120016956,1.0,21383.0,Sigma70,ribFp,21372.0,21377.0,21349.0,21354.0
1247,ECK120016963,-1.0,3318175.0,Sigma70,rimPp,3318182.0,3318187.0,3318205.0,3318210.0
1248,ECK120016965,1.0,3407351.0,Sigma70,yhdTp,3407338.0,3407343.0,3407313.0,3407318.0
1249,ECK120016981,-1.0,1802733.0,,thrSp,,,,
1250,ECK120016985,1.0,,,rplLp,,,,
1251,ECK120017001,-1.0,2178667.0,Sigma38,fbaBp,2178668.0,2178678.0,2178690.0,2178695.0
