,TRANSCRIPTION_UNIT_ID,PROMOTER_ID,TRANSCRIPTION_UNIT_NAME,OPERON_ID,TU_POSLEFT,TU_POSRIGHT,TU_STRAND,POS_1
774,ECK120009704,ECK120010282,lpd,ECK120023950,127681,129394,forward,127717.0
775,ECK120009705,ECK120010170,sdhCDAB-sucABCD,ECK125095402,754740,765049,forward,754958.0
776,ECK120009706,ECK120010580,rseABC,ECK125272736,2707322,2709632,reverse,2709632.0
777,ECK120009707,ECK120010529,pykF,ECK120014561,1755467,1757110,forward,1755467.0
778,ECK120009708,ECK120010620,uxuAB,ECK120014562,4551350,4554361,forward,4551518.0
779,ECK120009709,ECK120010673,aldA,ECK120014563,1488019,1489671,forward,1488190.0
780,ECK120009710,ECK120010626,putP,ECK120014564,1079084,1080838,forward,1079168.0
781,ECK120009711,ECK120010313,putP,ECK120014564,1079179,1080838,forward,1079179.0
782,ECK120009712,ECK120010314,putP,ECK120014564,1079185,1080838,forward,1079185.0
783,ECK120009713,ECK120010315,putP,ECK120014564,1079093,1080838,forward,1079210.0
784,ECK120009714,ECK120010316,putP,ECK120014564,1079291,1080838,forward,1079291.0
785,ECK120009715,ECK120010686,caiF,ECK120014565,34156,34695,forward,34218.0
786,ECK120009716,ECK120010687,fixABCX,ECK120014566,42121,45750,forward,42325.0
787,ECK120009717,ECK120010663,ompR-envZ,ECK120014567,3534516,3536815,reverse,3536707.0
788,ECK120009718,ECK120010664,ompR-envZ,ECK120014567,3534516,3536770,reverse,3536639.0
789,ECK120009719,ECK120010665,ompR-envZ,ECK120014567,3534516,3536770,reverse,3536755.0
790,ECK120009720,ECK120010666,lldPRD,ECK120026417,3777181,3781017,forward,3777289.0
791,ECK120009721,ECK120010667,fimAICDFGH,ECK120020905,4542636,4549710,forward,4542694.0
792,ECK120009722,ECK120010668,fimE,ECK120020906,4541871,4542902,forward,4541871.0
793,ECK120009723,,tolB-pal-cpoB,ECK125229284,777740,780389,forward,
794,ECK120009724,ECK120010697,rpoH,ECK120014571,3599887,3601145,reverse,3600813.0
795,ECK120009725,ECK120010672,msrA,ECK120014572,4441538,4442311,reverse,4442261.0
796,ECK120009726,ECK120010445,ampC,ECK120014573,4377783,4379003,reverse,4379003.0
797,ECK120009727,ECK120010339,eda,ECK120014574,1932085,1933115,reverse,1933109.0
798,ECK120009728,ECK120010338,eda,ECK120014574,1932085,1932799,reverse,1932799.0
799,ECK120009729,ECK120010689,cmoM-mukFEB,ECK125235983,973404,980786,forward,973404.0
800,ECK120009730,ECK120010690,mobAB,ECK120014576,4040906,4042030,reverse,4042030.0
801,ECK120009731,ECK120010691,mobAB,ECK120014576,4040906,4042121,reverse,4042121.0
802,ECK120009732,ECK120010337,eda,ECK120014574,1932085,1932848,reverse,1932784.0
803,ECK120009733,ECK120010692,rseD-rpoE-rseABC,ECK125272736,2707322,2710186,reverse,2710186.0
804,ECK120009734,ECK120010323,trpCBA,ECK120014577,1316416,1319944,reverse,1319944.0
805,ECK120009735,ECK120010710,xapAB,ECK120014578,2522698,2525035,reverse,2524910.0
806,ECK120009736,ECK120010711,tauABCD,ECK120014579,384982,388646,forward,385205.0
807,ECK120009737,ECK120010693,ychQA-kdsA,ECK120014580,1266899,1269067,forward,1266899.0
808,ECK120009738,ECK120010694,kdsA,ECK120014580,1267854,1269067,forward,1267854.0
809,ECK120009739,ECK120010614,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,ECK125095173,3308999,3318585,reverse,3318375.0
810,ECK120009740,ECK120010387,metY,ECK125095173,3318031,3318379,reverse,3318297.0
811,ECK120009741,ECK120010655,arcA,ECK120014581,4639539,4640597,reverse,4640508.0
812,ECK120009742,ECK120010656,arcA,ECK120014581,4639539,4640512,reverse,4640512.0
813,ECK120009743,ECK120010658,arcA,ECK120014581,4639539,4640597,reverse,4640535.0
814,ECK120009744,ECK120010659,arcA,ECK120014581,4639539,4640599,reverse,4640599.0
815,ECK120009745,ECK120010660,arcA,ECK120014581,4639539,4640688,reverse,4640688.0
816,ECK120009746,ECK120010661,arcA,ECK120014581,4639539,4640801,reverse,4640801.0
817,ECK120009747,ECK120010698,arcA,ECK120014581,4639539,4640681,reverse,4640681.0
818,ECK120009748,ECK120010662,putA,ECK120014582,1074920,1078959,reverse,1078925.0
819,ECK120009749,ECK120010699,nmpC,ECK120014583,575758,577041,reverse,576870.0
820,ECK120009750,ECK120010700,cydAB,ECK120014458,771110,774181,forward,771284.0
821,ECK120009751,ECK120010701,cutA,ECK120014584,4365018,4365392,reverse,4365392.0
822,ECK120009752,ECK120010702,cmk-rpsA,ECK120014468,961165,963668,forward,961165.0
823,ECK120009753,ECK120010703,ybgA-phr,ECK120014585,738980,740925,forward,738980.0
824,ECK120009754,ECK120010704,napFDAGHBC-ccmABCDEFGH,ECK120014586,2291358,2303719,reverse,2303577.0
825,ECK120009755,ECK120010705,phr,ECK120014585,739345,740925,forward,739421.0
826,ECK120009756,ECK120010706,yiaJ,ECK120014587,3741684,3742683,reverse,3742618.0
827,ECK120009757,ECK120010707,gadBC,ECK120014588,1568904,1572313,reverse,1572072.0
828,ECK120009758,ECK120010695,paaZ,ECK120014589,1451597,1453817,reverse,1453670.0
829,ECK120009759,ECK120010712,glpEGR,ECK120014590,3559754,3561918,reverse,3561849.0
830,ECK120009760,ECK120010713,glpGR,ECK120014590,3559754,3561480,reverse,3561480.0
831,ECK120009761,ECK120010714,glpR,ECK120014590,3559754,3560891,reverse,3560891.0
832,ECK120009762,ECK120010715,glpR,ECK120014590,3559754,3560756,reverse,3560756.0
833,ECK120009763,ECK120010718,mdfA,ECK125141399,883649,884938,forward,883649.0
834,ECK120009764,ECK120010719,hydN-hypF,ECK120014592,2835173,2838132,reverse,2838132.0
835,ECK120009765,ECK120010720,acpP-fabF,ECK120015842,1151575,1153180,forward,1151575.0
836,ECK120009766,,fabDG-acpP,ECK120015842,1149728,1151851,forward,
837,ECK120009767,,fabG-acpP,ECK120015842,1150670,1151851,forward,
838,ECK120009768,ECK120010721,dadAX,ECK120014594,1237252,1239949,forward,1237509.0
839,ECK120009769,ECK120010722,dadAX,ECK120014594,1237252,1239949,forward,1237538.0
840,ECK120009770,ECK120010723,garPLRK-rnpB,ECK120014595,3269959,3274934,reverse,3274934.0
841,ECK120009771,ECK120010724,rnc-era-recO-pdxJ-acpS,ECK120014596,2700618,2704223,reverse,2704223.0
842,ECK120009772,ECK120010725,pdxJ-acpS,ECK120014596,2700618,2701813,reverse,2701813.0
843,ECK120009773,ECK120010726,hupA,ECK120014597,4199914,4200601,forward,4200176.0
844,ECK120009774,ECK120010727,hupB,ECK120014598,461442,461778,forward,461442.0
845,ECK120009775,ECK120010728,hupB,ECK120014598,461180,461778,forward,461395.0
846,ECK120009776,ECK120010729,hupB,ECK120014598,461180,461778,forward,461332.0
847,ECK120009777,ECK120010730,hupB,ECK120014598,461305,461778,forward,461305.0
848,ECK120009778,ECK120010709,paaABCDEFGHIJK,ECK120014600,1453682,1463438,forward,1453865.0
849,ECK120009779,ECK120011152,feaR,ECK120014601,1446378,1447367,reverse,1447367.0
850,ECK120009780,ECK120010732,cfa,ECK120014602,1741201,1742561,forward,1741201.0
851,ECK120009781,ECK120010733,cfa,ECK120014602,1741379,1742561,forward,1741379.0
852,ECK120009782,ECK120010374,relA-mazEF,ECK120030504,2910756,2913842,reverse,2913829.0
853,ECK120009783,ECK120010734,mazEFG,ECK120030504,2909894,2911415,reverse,2911368.0
854,ECK120009784,ECK120010735,mazEFG,ECK120030504,2909894,2911415,reverse,2911355.0
855,ECK120009785,ECK120010418,ilvLXG_1G_2MEDA,ECK125095175,3950195,3957123,forward,3950218.0
856,ECK120009786,ECK120010419,ilvLXG_1G_2MEDA,ECK125095175,3950195,3957123,forward,3950290.0
857,ECK120009787,ECK120010420,ilvEDA,ECK125095175,3952388,3957123,forward,3952388.0
858,ECK120009788,ECK120010739,rnpB,ECK120014595,3269962,3270755,reverse,3270592.0
859,ECK120009789,ECK120010740,adhE,ECK120014608,1295446,1298358,reverse,1298309.0
860,ECK120009790,ECK120010681,pqiABC,ECK125272727,1011614,1015459,forward,1011666.0
861,ECK120009791,ECK120010743,pqiABC,ECK125272727,1011659,1015459,forward,1011659.0
862,ECK120009792,ECK120010744,rpsA-ihfB,ECK120014468,961717,964112,forward,961717.0
863,ECK120009793,ECK120010310,rpsA-ihfB,ECK120014468,961859,964112,forward,961859.0
864,ECK120009794,ECK120010747,hlyE,ECK120014469,1229483,1230665,reverse,1230466.0
865,ECK120009795,ECK120010748,rnb,ECK120014470,1346942,1349129,reverse,1349129.0
866,ECK120009796,ECK120010749,rnb,ECK120014470,1346942,1348944,reverse,1348944.0
867,ECK120009797,ECK120010708,gadAX,ECK120033225,3664915,3667764,reverse,3667607.0
868,ECK120009798,ECK120010750,glnK-amtB,ECK120014472,472461,474301,forward,472556.0
869,ECK120009799,ECK120010752,yiaKLMNO-lyxK-sgbHUE,ECK120014473,3742558,3750781,forward,3742674.0
870,ECK120009800,ECK120010410,dnaAN-recF,ECK120014379,3880148,3883960,reverse,3883882.0
871,ECK120009801,ECK120010318,yceD-rpmF,ECK120015842,1146649,1147540,forward,1146649.0
872,ECK120009802,ECK120010319,yceD-rpmF,ECK120015842,1146791,1147540,forward,1146791.0
873,ECK120009803,ECK120010682,rtcBA,ECK120014475,3555833,3558175,reverse,3558107.0
874,ECK120009804,ECK120010755,dcuA,ECK120014476,4365472,4366843,reverse,4366843.0
875,ECK120009805,ECK120010756,aroP,ECK120014477,120144,121857,reverse,121650.0
876,ECK120009806,ECK120010741,nac,ECK120014478,2061016,2062138,reverse,2061978.0
877,ECK120009807,ECK120010745,phoPQ,ECK120014479,1188316,1190524,reverse,1190508.0
878,ECK120009808,ECK120010746,xylAB,ECK120014481,3727917,3730900,reverse,3730807.0
879,ECK120009809,ECK120010751,xylR,ECK120014482,3734906,3736157,forward,3734906.0
880,ECK120009810,ECK120010414,rpmH-rnpA,ECK120014484,3884237,3884852,forward,3884237.0
881,ECK120009811,,torYZ,ECK120014485,1954578,1958132,reverse,
882,ECK120009812,ECK120010759,hyfABCDEFGHIJR-focB,ECK120015841,2601000,2614782,forward,2601171.0
883,ECK120009813,ECK120010753,paaXY,ECK120014488,1463500,1465061,forward,1463509.0
884,ECK120009814,ECK120010368,proVWX,ECK120014489,2804563,2808124,forward,2804563.0
885,ECK120009815,ECK120010370,proVWX,ECK120014489,2804715,2808124,forward,2804755.0
886,ECK120009816,ECK120010369,proVWX,ECK120014489,2804599,2808124,forward,2804599.0
887,ECK120009817,ECK120010760,grxA,ECK120014490,890496,890850,reverse,890776.0
888,ECK120009818,ECK120010761,mutS,ECK120014491,2857019,2859654,forward,2857019.0
889,ECK120009819,ECK120010412,rpmH-rnpA,ECK120014484,3884065,3884852,forward,3884065.0
890,ECK120009820,ECK120010764,cedA,ECK120014492,1813421,1813742,reverse,1813742.0
891,ECK120009821,ECK120010765,zraP,ECK120014493,4201263,4201827,reverse,4201712.0
892,ECK120009822,ECK120010766,zraSR,ECK120014494,4201671,4204645,forward,4201905.0
893,ECK120009823,ECK120010631,xapR,ECK120013781,2521334,2522505,reverse,2522505.0
894,ECK120009824,ECK120010632,xapR,ECK120013781,2521334,2522563,reverse,2522563.0
895,ECK120009825,ECK120010637,torR,ECK120014499,1057262,1057992,reverse,1057984.0
896,ECK120009826,ECK120010670,acnA,ECK120014500,1335720,1338506,forward,1335781.0
897,ECK120009827,ECK120010669,acnA,ECK120014500,1335424,1338506,forward,1335424.0
898,ECK120009828,ECK120010671,acnB,ECK120014501,131340,134272,forward,131519.0
899,ECK120009829,ECK120010775,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC,ECK125147410,4393937,4404304,forward,4393937.0
900,ECK120009830,ECK120010776,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC,ECK125147410,4394035,4404304,forward,4394035.0
901,ECK120009831,ECK120010621,yeiL,ECK120013666,2255057,2256014,forward,2255290.0
902,ECK120009832,ECK120010317,phoH,ECK120014509,1084825,1086095,forward,1084865.0
903,ECK120009833,ECK120010624,phoH,ECK120014509,1084938,1086095,forward,1084938.0
904,ECK120009834,ECK120010625,yajC-secDF,ECK120014510,427205,430476,forward,427205.0
905,ECK120009835,ECK120010627,tgt-yajC,ECK120014510,426055,427786,forward,426055.0
906,ECK120009836,ECK120010642,aroKB-damX-dam-rpe-gph-trpS,ECK120014512,3512634,3519380,reverse,3519380.0
907,ECK120009837,ECK120010643,aroKB-damX-dam-rpe-gph-trpS,ECK120014512,3512634,3519167,reverse,3519167.0
908,ECK120009838,ECK120010644,damX-dam-rpe-gph-trpS,ECK120014512,3512634,3517600,reverse,3517600.0
909,ECK120009839,ECK120010645,dam-rpe-gph-trpS,ECK120014512,3512634,3516252,reverse,3516252.0
910,ECK120009840,ECK120010646,dam-rpe-gph-trpS,ECK120014512,3512634,3515982,reverse,3515982.0
911,ECK120009841,ECK120010628,rpe-gph-trpS,ECK120014512,3512634,3515153,reverse,3515153.0
912,ECK120010877,ECK120009850,menA-rraA,ECK120029994,4118845,4120406,reverse,4120406.0
913,ECK120010878,ECK120009854,pyrH,ECK120014361,191812,192580,forward,191812.0
914,ECK120010881,ECK120009874,uspB,ECK120014380,3639385,3639908,reverse,3639848.0
915,ECK120010882,ECK120009875,efp,ECK120014382,4375567,4376265,forward,4375567.0
916,ECK120010883,ECK120009881,argP,ECK120011203,3059684,3060680,forward,3059730.0
917,ECK120010884,ECK120009882,yihG,ECK120026443,4045670,4046652,reverse,4046652.0
918,ECK120010885,ECK120009883,ydeA,ECK120014389,1616955,1618218,forward,1616955.0
919,ECK120010886,ECK120009887,fliC,ECK120014395,2002110,2003676,reverse,2003676.0
920,ECK120010887,ECK120009889,tsr,ECK120014396,4591633,4593312,forward,4591633.0
921,ECK120010889,ECK120009891,flgMN,ECK120014398,1129414,1130172,reverse,1130165.0
922,ECK120010890,ECK120009892,flgKL,ECK120016762,1138351,1140986,forward,1138351.0
923,ECK120010891,ECK120009893,aer,ECK120014400,3217556,3219180,reverse,3219120.0
924,ECK120010892,ECK120009894,tar-tap-cheRBYZ,ECK120021004,1966393,1972716,reverse,1972716.0
925,ECK120010893,ECK120009895,ycgR,ECK120014402,1243793,1244556,reverse,1244556.0
926,ECK120010894,ECK120009896,pdeH,ECK125229286,3678420,3679229,reverse,3679229.0
927,ECK120010895,ECK120009898,dcuC,ECK120014406,654583,656430,reverse,656083.0
928,ECK120010896,ECK120009903,metK,ECK120014413,3086506,3087860,forward,3086577.0
929,ECK120010897,ECK120009905,pspF,ECK120026313,1366818,1367947,reverse,1367945.0
930,ECK120010898,ECK120009906,pspF,ECK120026313,1366818,1367929,reverse,1367929.0
931,ECK120010899,ECK120009907,pspF,ECK120026313,1366818,1368040,reverse,1368040.0
932,ECK120010900,ECK120009910,inaA,ECK120014417,2348822,2349550,reverse,2349499.0
933,ECK120010902,ECK120009913,dcuD,ECK120014419,3374766,3376236,forward,3374766.0
934,ECK120010903,ECK120009916,psiE,ECK120014425,4240238,4240735,forward,4240300.0
935,ECK120010904,ECK120009917,hpt,ECK120014426,141284,141967,forward,141360.0
936,ECK120010905,ECK120009920,mfd,ECK120014428,1170518,1174028,reverse,1174028.0
937,ECK120010906,ECK120009921,mfd,ECK120014428,1170518,1173992,reverse,1173992.0
938,ECK120010907,ECK120009929,mhpR-lacI,ECK120028078,366428,368528,reverse,368528.0
939,ECK120010908,ECK120009930,mgtLA,ECK125134990,4467280,4470321,forward,4467280.0
940,ECK120010909,ECK120009934,fiu,ECK120014439,839249,841817,reverse,841648.0
941,ECK120010910,ECK120009939,narU,ECK120014445,1542672,1544124,reverse,1544124.0
942,ECK120010911,ECK120009940,narU,ECK120014445,1542672,1544163,reverse,1544163.0
943,ECK120010912,ECK120009944,emrKY,ECK120016674,2480638,2483530,reverse,2483448.0
944,ECK120010913,ECK120009945,trxC,ECK120014451,2718610,2719154,forward,2718675.0
945,ECK120010914,ECK120009946,glsA-ybaT,ECK125272771,511573,513868,forward,511573.0
946,ECK120010915,ECK120009947,cueO,ECK120014454,137011,138633,forward,137045.0
947,ECK120010917,ECK120009950,xdhABC,ECK120028085,3000257,3003968,forward,3000257.0
948,ECK120010918,ECK120009954,fldB,ECK120014459,3039763,3040376,forward,3039822.0
949,ECK120010919,ECK120009955,infC-rpmI-rplT,ECK120023622,1799363,1800818,reverse,1800818.0
950,ECK120010920,ECK120009956,patA,ECK125160623,3218907,3220873,forward,3219458.0
951,ECK120010921,ECK120009959,gpmA,ECK120023954,786843,787639,reverse,787632.0
952,ECK120010922,ECK120009960,ryhB,ECK120026441,3580927,3581043,reverse,3581016.0
953,ECK120010923,ECK120009961,ygaC,ECK120014464,2799650,2800604,reverse,2800590.0
954,ECK120010924,ECK120009962,lpxP,ECK120014465,2495578,2496565,forward,2495578.0
955,ECK120010925,ECK120009963,ybaB-recR,ECK120027957,493709,495010,forward,493709.0
956,ECK120010926,ECK120009964,bamE,ECK125135287,2753486,2753946,forward,2753486.0
957,ECK120010927,ECK120009965,psd-mscM,ECK125147428,4386047,4390638,reverse,4390638.0
958,ECK120010928,ECK120009967,sbmA-yaiW,ECK120016675,396553,398966,forward,396553.0
959,ECK120010929,ECK120009968,pphA,ECK120015042,1922313,1923385,reverse,1923385.0
960,ECK120010930,ECK120009969,yeaY,ECK125147429,1889951,1890561,reverse,1890561.0
961,ECK120010931,ECK120009970,yiiS-uspD,ECK120028083,4112798,4113721,forward,4112869.0
962,ECK120010932,ECK120009971,sixA,ECK120015045,2456327,2456999,reverse,2456999.0
963,ECK120010933,ECK120009972,yfeYX,ECK120016676,2549646,2551243,reverse,2551243.0
964,ECK120010936,ECK120009974,prpBCDE,ECK120015937,348487,354592,forward,348646.0
965,ECK120010940,ECK120009982,rapA-rluA,ECK125235990,59687,63358,reverse,63358.0
966,ECK120010941,ECK120009989,pdeR,ECK125229285,1344757,1346905,reverse,1346843.0
967,ECK120010942,ECK120009990,dsbC,ECK120034084,3038112,3039233,reverse,3038834.0
968,ECK120010943,ECK120009992,skp-lpxD-fabZ-lpxA,ECK125166138,200347,203348,forward,200455.0
969,ECK120010944,ECK120009997,lpxD,ECK125166138,200960,201996,forward,200960.0
970,ECK120010945,ECK120010000,yggN,ECK120015066,3100904,3101798,reverse,3101798.0
971,ECK120010946,ECK120010001,yggN,ECK120015066,3100904,3101744,reverse,3101744.0
972,ECK120010947,ECK120010002,ygiM,ECK125109838,3201104,3201827,forward,3201104.0
973,ECK120010948,ECK120010006,bamA,ECK125166138,197821,200360,forward,197821.0
974,ECK120010949,ECK120010007,yqjA-mzrA,ECK125095408,3247643,3248822,forward,3247643.0
975,ECK120010950,ECK120010008,bamD,ECK120034583,2736006,2736883,forward,2736006.0
976,ECK120010951,ECK120010009,rseP,ECK120029510,196470,197898,forward,196470.0
977,ECK120010952,ECK120010010,yghF,ECK120026440,3112054,3112920,reverse,3112899.0
978,ECK120010953,ECK120010011,lptD,ECK125109837,54755,57156,reverse,57156.0
979,ECK120010954,ECK120010012,lptD,ECK125109837,54755,57241,reverse,57241.0
980,ECK120010955,ECK120010013,lptD-surA-pdxA,ECK125109837,52427,57336,reverse,57336.0
981,ECK120010958,,yaiS,ECK120015077,384059,384616,reverse,
982,ECK120010959,,kch,ECK120015078,1309016,1310269,reverse,
983,ECK120010960,ECK120010019,puuP,ECK125160708,1357802,1359373,reverse,1359373.0
984,ECK120010961,ECK120010020,glrK,ECK125095409,2689671,2691123,reverse,2691123.0
985,ECK120010962,ECK120010022,seqA-pgm,ECK120015938,712942,715242,forward,712942.0
986,ECK120010963,ECK120010037,nfsB,ECK120030548,604771,605507,reverse,605453.0
987,ECK120010968,ECK120010049,gadEF,ECK125243344,3658149,3659082,forward,3658242.0
988,ECK120010970,ECK120010051,hdeD,ECK120015101,3656815,3657567,forward,3656960.0
989,ECK120010972,ECK120010074,ccmABCDEFGH,ECK120014586,2291358,2297644,reverse,
990,ECK120010978,ECK120010087,gadEF-mdtEF,ECK125243344,3657740,3663527,forward,3658345.0
991,ECK120010981,ECK120010093,dinG-ybiB,ECK125272730,833036,836210,forward,833073.0
992,ECK120010982,ECK120010101,nanCM,ECK125165358,4537659,4540216,reverse,4539928.0
993,ECK120010983,ECK120010102,talA-tktB,ECK125095170,2578588,2581639,forward,2578588.0
994,ECK120010984,ECK120010103,cspI,ECK120015019,1638455,1638959,reverse,1638812.0
995,ECK120010985,,cspB,ECK120015020,1641339,1641554,reverse,
996,ECK120010986,,cspG,ECK120015021,1051461,1051673,forward,
997,ECK120011048,ECK120010274,dapB,ECK120014968,28252,29272,forward,28343.0
998,ECK120011049,ECK120010275,carB,ECK120014911,30775,34038,forward,30775.0
999,ECK120011050,ECK120010283,degP,ECK120023949,180615,182308,forward,180845.0
1000,ECK120011051,ECK120010284,dapD,ECK120028076,185090,185977,reverse,185977.0
1001,ECK120011052,ECK120010285,proS,ECK120015004,217020,218837,reverse,218837.0
1002,ECK120011053,ECK120010290,pepD,ECK120014979,254259,255809,reverse,255809.0
1003,ECK120011054,ECK120010291,lacI,ECK120028078,366428,367538,reverse,367538.0
1004,ECK120011055,ECK120010292,queA,ECK120014511,424920,426081,forward,424985.0
1005,ECK120011056,ECK120010298,adk,ECK120014982,497139,497819,forward,497139.0
1006,ECK120011057,ECK120010300,asnB,ECK120015104,697513,699222,reverse,699222.0
1007,ECK120011058,ECK120010302,glnS,ECK120014990,706060,707978,forward,706060.0
1008,ECK120011059,ECK120010311,aspC,ECK120014983,984519,985743,reverse,985743.0
1009,ECK120011060,ECK120010324,pyrF-yciH,ECK125166136,1341870,1342984,forward,1341870.0
1010,ECK120011061,ECK120010326,manA,ECK120014976,1688476,1689751,forward,1688551.0
1011,ECK120011062,ECK120010327,sodB,ECK120014407,1735256,1736114,forward,1735323.0
1012,ECK120011063,ECK120010329,pheMST-ihfA,ECK120023622,1795216,1799301,reverse,1799301.0
1013,ECK120011064,ECK120010331,infC,ECK120023622,1800096,1801346,reverse,1801346.0
1014,ECK120011065,ECK120010332,pfkB,ECK120014972,1806351,1807299,forward,1806351.0
1015,ECK120011066,ECK120010335,gapA-yeaD,ECK120034095,1862001,1864734,forward,1862618.0
1016,ECK120011067,ECK120010343,uvrC,ECK120015003,1992874,1994879,reverse,1994879.0
1017,ECK120011068,ECK120010346,amn,ECK120014974,2054989,2056515,forward,2055031.0
1018,ECK120011069,ECK120010350,gnd,ECK120015115,2099862,2101324,reverse,2101324.0
1019,ECK120011070,ECK120010355,fabB,ECK120014393,2440283,2441688,reverse,2441641.0
1020,ECK120011071,ECK120010361,hisS,ECK120014992,2639301,2640642,reverse,2640642.0
1021,ECK120011072,ECK120010362,hmp,ECK120014483,2685710,2687025,forward,2685797.0
1022,ECK120011073,ECK120010371,alaS,ECK120014978,2819381,2822114,reverse,2822090.0
1023,ECK120011074,ECK120010372,pyrG-eno,ECK120027987,2906643,2909717,reverse,2909717.0
1024,ECK120011075,ECK120010373,pyrG-eno,ECK120027987,2906643,2909797,reverse,2909797.0
1025,ECK120011076,ECK120010377,ansB,ECK120014886,3099654,3100866,reverse,3100790.0
1026,ECK120011079,ECK120010393,pabA,ECK120014456,3490266,3490851,reverse,3490851.0
1027,ECK120011080,ECK120010399,cspA,ECK120014404,3719741,3720313,forward,3719889.0
1028,ECK120011081,ECK120010400,cspA,ECK120014404,3719940,3720313,forward,3719940.0
1029,ECK120011082,ECK120010404,recF,ECK120014379,3880148,3881841,reverse,3881841.0
1030,ECK120011083,ECK120010405,recF,ECK120014379,3880148,3881861,reverse,3881861.0
1031,ECK120011084,ECK120010423,trxA,ECK120014450,3965613,3966090,forward,3965647.0
1032,ECK120011085,ECK120010424,trxA,ECK120014450,3965687,3966090,forward,3965687.0
1033,ECK120011086,ECK120010425,rhoL-rho,ECK120016920,3966162,3967676,forward,3966162.0
1034,ECK120011087,ECK120010427,spf,ECK120014502,4049804,4050007,forward,4049899.0
1035,ECK120011088,ECK120010430,cytR,ECK120014956,4123431,4124584,reverse,4124509.0
1036,ECK120011089,ECK120010435,ppc,ECK120014996,4150447,4153245,reverse,4153190.0
1037,ECK120011090,ECK120010436,argE,ECK120014767,4153696,4155078,reverse,4155078.0
1038,ECK120011091,ECK120010438,btuB-murI,ECK120028057,4163399,4166285,forward,4163399.0
1039,ECK120011093,ECK120010440,rplKAJL-rpoBC,ECK120016992,4178354,4189613,forward,4178354.0
1040,ECK120011096,ECK120010453,serB-radA,ECK120028050,4624856,4627294,forward,4624856.0
1041,ECK120011097,ECK120010455,lon,ECK120033534,458815,461242,forward,458815.0
1042,ECK120011098,ECK120010480,csgDEFG,ECK120014668,1100851,1103916,reverse,1103344.0
1043,ECK120011099,ECK120010488,osmC,ECK120014411,1556537,1557056,forward,1556596.0
1044,ECK120011100,ECK120010489,osmC,ECK120014411,1556537,1557056,forward,1556606.0
1045,ECK120011101,ECK120010491,topA,ECK120014438,1330717,1333645,forward,1330980.0
1046,ECK120011102,ECK120010492,topA,ECK120014438,1330883,1333645,forward,1330883.0
1047,ECK120011103,ECK120010493,topA,ECK120014438,1330848,1333645,forward,1330848.0
1048,ECK120011104,ECK120010494,topA,ECK120014438,1330717,1333645,forward,1330818.0
1049,ECK120011105,ECK120010495,topA,ECK120014438,1330789,1333645,forward,1330789.0
1050,ECK120011106,ECK120010508,fkpA,ECK120014365,3476607,3477525,reverse,3477525.0
1051,ECK120011107,ECK120010509,fkpA,ECK120014365,3476607,3477499,reverse,3477499.0
1052,ECK120011108,ECK120010521,gapA,ECK120034095,1862001,1863766,forward,1862735.0
1053,ECK120011109,ECK120010522,gapA,ECK120034095,1862001,1863766,forward,1862597.0
1054,ECK120011110,ECK120010523,gapA,ECK120034095,1862001,1863766,forward,1862526.0
1055,ECK120011111,ECK120010528,tesA-ybbO,ECK120028074,518340,519949,reverse,519949.0
1056,ECK120011112,ECK120010551,ftsZ,ECK125108694,105045,106456,forward,105045.0
1057,ECK120011113,ECK120010552,ftsZ,ECK125108694,104693,106456,forward,104693.0
1058,ECK120011114,ECK120010553,ftsZ,ECK125108694,104636,106456,forward,104636.0
1059,ECK120011115,ECK120010557,ppiD,ECK120015008,461838,463786,forward,461838.0
1060,ECK120011116,ECK120010558,ppiD,ECK120015008,461647,463786,forward,461819.0
1061,ECK120011117,ECK120010582,srlR,ECK120015023,2828860,2829820,forward,2828860.0
1062,ECK120011118,ECK120010613,glyU,ECK120014552,2998984,2999138,reverse,2999064.0
1063,ECK120011119,ECK120010619,cdd,ECK120014505,2231714,2232728,forward,2231819.0
1064,ECK120011120,ECK120010622,rihB,ECK120014507,2254245,2255252,reverse,2255252.0
1065,ECK120011121,ECK120010623,clsA-yciU,ECK125147415,1306821,1308673,reverse,1308673.0
1066,ECK120011122,ECK120010639,mgtLA,ECK125134990,4467321,4470321,forward,4467363.0
1067,ECK120011123,ECK120010641,copA,ECK120014452,508875,511445,reverse,511411.0
1068,ECK120011124,ECK120010647,lysC,ECK120015002,4231884,4233616,reverse,4233616.0
1069,ECK120011125,ECK120010648,lysC,ECK120015002,4231884,4233539,reverse,4233539.0
1070,ECK120011126,ECK120010649,pgi,ECK120014981,4233673,4235407,forward,4233722.0
1071,ECK120011127,ECK120010650,ribA,ECK120014410,1338512,1339268,reverse,1339190.0
1072,ECK120011137,ECK120010654,ribA,ECK120014410,1338512,1339234,reverse,1339234.0
1073,ECK120011138,ECK120010674,bcp,ECK120014984,2600437,2600948,forward,2600437.0
1074,ECK120011139,ECK120010677,gcvR,ECK120014989,2599879,2600478,forward,2599879.0
1075,ECK120011140,ECK120010683,tpx,ECK120014607,1388305,1388873,reverse,1388844.0
1076,ECK120011141,ECK120010688,lysP,ECK120014969,2247063,2248652,reverse,2248560.0
