"regulator","regulator_id","gene_id","gene_name","Pputida","source"
"TurA","PP_1366","PP_3808","PP_3808","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3810","PP_3810","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3822","PP_3822","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3824","PP_3824","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3829","modB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3835","PP_3835","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3849","PP_3849","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3898","PP_3898","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3922","sohB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3984","PP_3984","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_3994","PP_3994","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4007","infA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4035","pydP","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4047","PP_4047","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4050","glgA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4069","PP_4069","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4071","PP_4071","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4073","PP_4073","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4074","PP_4074","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4080","PP_4080","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4082","hcpC-II","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4094","PP_4094","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4127","nuoJ","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4179","htpG","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4270","PP_4270","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4271","PP_4271","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4274","ligA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4276","smc","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4278","xdhA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4279","xdhB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4282","aqpZ","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4286","puuE","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4287","pucL","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4288","allA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4369","fliF","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4424","PP_4424","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4435","PP_4435","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4447","PP_4447","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4448","PP_4448","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4467","PP_4467","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4468","PP_4468","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4469","phnN","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4483","hisP","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4487","acsA-I","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4493","ydiJ","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4513","PP_4513","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4565","aceK","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4582","PP_4582","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4585","PP_4585","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4599","PP_4599","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4600","moaB-II","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4628","PP_4628","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4656","pcaH","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4662","PP_4662","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4666","mmsB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4674","recC","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4691","sfsA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4712","infB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4713","nusA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4717","folP","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4721","PP_4721","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4724","carA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4725","dapB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4726","dnaJ","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4728","grpE","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4732","PP_4732","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4752","PP_4752","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4770","PP_4770","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4781","PP_4781","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4795","PP_4795","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4819","PP_4819","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4823","purD","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4886","PP_4886","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4889","purA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4890","hisZ","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4918","PP_4918","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4921","PP_4921","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4943","PP_4943","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4966","sahR","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4967","metK","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4968","ligB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4972","PP_4972","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_4977","metF","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5000","hslV","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5002","PP_5002","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5042","PP_5042","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5063","betB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5072","ynfM","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5111","ftsY","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5132","folA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5150","rpiA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5207","rbbA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5236","PP_5236","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5238","PP_5238","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5244","PP_5244","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5250","opdB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5257","amaA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5291","pyrE","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5307","exbD","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5320","phoB","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5335","purK","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5342","PP_5342","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5347","pycA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5358","PP_5358","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5382","PP_5382","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"TurA","PP_1366","PP_5387","cusA","TRUE","DOI:10.1111/j.1462-2920.2009.02064.x"
"PcaR","PP_1375","PP_1376","pcaK","TRUE","DOI:10.1128/JB.01604-07"
"PcaR","PP_1375","PP_1377","pcaF-I","TRUE","DOI:10.1128/JB.01604-07"
"PcaR","PP_1375","PP_1378","pcaT","TRUE","same operon with PP_1381"
"PcaR","PP_1375","PP_1379","pcaB","TRUE","same operon with PP_1381"
"PcaR","PP_1375","PP_1380","pcaD","TRUE","DOI:10.1128/JB.01604-07"
"PcaR","PP_1375","PP_1381","pcaC","TRUE","DOI:10.1128/JB.01604-07"
"PcaR","PP_1375","PP_3537","pobA","TRUE","doi: 10.1099/00221287-147-6-1611"
"PcaR","PP_1375","PP_3951","pcaI","TRUE","DOI:10.1128/JB.01604-07"
"PcaR","PP_1375","PP_3952","pcaJ","TRUE","DOI:10.1128/JB.01604-07"
"TtgR","PP_1387","PP_1384","ttgC","TRUE","DOI:10.1371/journal.pone.0138469"
"TtgR","PP_1387","PP_1385","ttgB","TRUE","DOI:10.1371/journal.pone.0138469"
"TtgR","PP_1387","PP_1386","ttgA","TRUE","DOI:10.1371/journal.pone.0138469"
"DctD-III","PP_1401","PP_1400","kgtP","TRUE","DOI:10.1128/AEM.01665-20"
"RpoS","PP_1623","PP_3132","PP_3132","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_5588","PP_5588","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3133","PP_3133","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3134","PP_3134","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3135","PP_3135","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3136","PP_3136","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3137","PP_3137","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3138","PP_3138","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3139","PP_3139","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3140","PP_3140","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3141","PP_3141","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_3142","PP_3142","TRUE","DOI:10.1016/j.micres.2018.09.004"
"RpoS","PP_1623","PP_5003","phaA","TRUE","DOI:10.1111/j.1574-6968.2008.01203.x"
"RpoS","PP_1623","PP_5004","phaB","TRUE","DOI:10.1111/j.1574-6968.2008.01203.x"
"FinR","PP_1637","PP_1637","finR","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_1638","fpr-I","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_3941","nicF","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_3942","nicE","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_3943","nicD","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_3944","nicC","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_3945","nicX","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_3946","nicR","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_5029","hutG","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_5030","hutI","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_5031","proY","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_5032","hutH","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_5033","hutU","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_5034","PP_5034","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_5035","hutC","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"FinR","PP_1637","PP_5036","hutF","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-1735-MONOMER#tab=REGULON"
"PhnR","PP_1727","PP_1721","PP_1721","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=31818"
"PhnR","PP_1727","PP_1722","PP_1722","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=31818"
"PhnR","PP_1727","PP_1723","PP_1723","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=31818"
"PhnR","PP_1727","PP_1724","PP_1724","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=31818"
"PhnR","PP_1727","PP_1725","PP_1725","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=31818"
"PhnR","PP_1727","PP_1726","PP_1726","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=31818"
"PhnR","PP_1727","PP_1727","phnR","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=31818"
"PP_2046","PP_2046","PP_2047","fadBx","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-2183#tab=REGULON"
"PP_2046","PP_2046","PP_2048","PP_2048","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-2183#tab=REGULON"
"PP_2046","PP_2046","PP_2049","PP_2049","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-2183#tab=REGULON"
"PP_2046","PP_2046","PP_2050","PP_2050","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-2183#tab=REGULON"
"PP_2046","PP_2046","PP_2051","fadA","TRUE","BioCyc, https://biocyc.org/gene?orgid=PPUT160488&id=G1G01-2183#tab=REGULON"
"SoxR","PP_2060","PP_0397","yeaG","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_0685","PP_0685","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_0694","PP_0694","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_0736","murI","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_0751","mqo-I","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_0772","PP_0772","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_0891","PP_0891","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_1239","PP_1239","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_1266","PP_1266","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_1464","trmD","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_1589","glnD","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_1610","pyrG","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_1736","PP_1736","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_1915","acpP","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_2021","ppgL","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_2060","soxR","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=50574"
"SoxR","PP_2060","PP_2064","PP_2064","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=50574"
"SoxR","PP_2060","PP_2065","PP_2065","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=50574, P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_2235","PP_2235","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=50574"
"SoxR","PP_2060","PP_2506","PP_2506","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=50574"
"SoxR","PP_2060","PP_2507","PP_2507","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=50574"
"SoxR","PP_2060","PP_2556","PP_2556","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_2868","PP_2868","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_3074","bhbP","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_3100","PP_3100","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_3522","PP_3522","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=50574"
"SoxR","PP_2060","PP_3944","nicC","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4176","PP_4176","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4404","lpdV","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4473","lysC","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4488","PP_4488","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4617","ldh","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4647","PP_4647","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4685","PP_4685","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4818","prmA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4839","PP_4839","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4944","PP_4944","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_4951","PP_4951","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"SoxR","PP_2060","PP_5134","PP_5134","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"LexA-I","PP_2143","PP_0099","PP_0099","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_1125","PP_1125","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_1126","PP_1126","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323, same operon with PP_1125"
"LexA-I","PP_2143","PP_1203","dinB","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_1629","recA","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_1630","recX","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_1974","uvrB","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_2109","PP_2109","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_2142","sulA","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_2143","lexA-I","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_2451","endX","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323, same operon with PP_2452"
"LexA-I","PP_2143","PP_2452","PP_2452","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_2838","PP_2838","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_2839","PP_2839","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_2923","PP_2923","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_2924","PP_2924","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_3773","PP_3773","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_3901","PP_3901","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_4019","topB","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_4616","PP_4616","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"LexA-I","PP_2143","PP_4729","recN","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=28323"
"PsrA","PP_2144","PP_0191","algQ","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=29690"
"PsrA","PP_2144","PP_0368","PP_0368","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=29690"
"PsrA","PP_2144","PP_1623","rpoS","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=29690"
